"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","com.1","com.2","X1_att.c_s","X1_v.c_s","X1_p.c_s","X1_i.c_s","X1_u.c_s","X1_a.c_s","X2_att.c_s","X2_v.c_s","X2_p.c_s","X2_i.c_s","X2_u.c_s","X2_a.c_s","X3_att.c_s","X3_v.c_s","X3_p.c_s","X3_i.c_s","X3_u.c_s","X3_a.c_s","X4_att.c_s","X4_v.c_s","X4_p.c_s","X4_i.c_s","X4_u.c_s","X4_a.c_s","X5_att.c_s","X5_v.c_s","X5_p.c_s","X5_i.c_s","X5_u.c_s","X5_a.c_s","X6_att.c_s","X6_v.c_s","X6_p.c_s","X6_i.c_s","X6_u.c_s","X6_a.c_s","X7_att.c_s","X7_v.c_s","X7_p.c_s","X7_i.c_s","X7_u.c_s","X7_a.c_s","X8_att.c_s","X8_v.c_s","X8_p.c_s","X8_i.c_s","X8_u.c_s","X8_a.c_s","X9_att.c_s","X9_v.c_s","X9_p.c_s","X9_i.c_s","X9_u.c_s","X9_a.c_s","X10_att.c_s","X10_v.c_s","X10_p.c_s","X10_i.c_s","X10_u.c_s","X10_a.c_s","X1_att.m_s","X1_v.m_s","X1_p.m_s","X1_i.m_s","X1_u.m_s","X1_a.m_s","X2_att.m_s","X2_v.m_s","X2_p.m_s","X2_i.m_s","X2_u.m_s","X2_a.m_s","X3_att.m_s","X3_v.m_s","X3_p.m_s","X3_i.m_s","X3_u.m_s","X3_a.m_s","X4_att.m_s","X4_v.m_s","X4_p.m_s","X4_i.m_s","X4_u.m_s","X4_a.m_s","X5_att.m_s","X5_v.m_s","X5_p.m_s","X5_i.m_s","X5_u.m_s","X5_a.m_s","X6_att.m_s","X6_v.m_s","X6_p.m_s","X6_i.m_s","X6_u.m_s","X6_a.m_s","X7_att.m_s","X7_v.m_s","X7_p.m_s","X7_i.m_s","X7_u.m_s","X7_a.m_s","X8_att.m_s","X8_v.m_s","X8_p.m_s","X8_i.m_s","X8_u.m_s","X8_a.m_s","X9_att.m_s","X9_v.m_s","X9_p.m_s","X9_i.m_s","X9_u.m_s","X9_a.m_s","X10_att.m_s","X10_v.m_s","X10_p.m_s","X10_i.m_s","X10_u.m_s","X10_a.m_s","X1_att.c_d","X1_v.c_d","X1_p.c_d","X1_i.c_d","X1_u.c_d","X1_a.c_d","X2_att.c_d","X2_v.c_d","X2_p.c_d","X2_i.c_d","X2_u.c_d","X2_a.c_d","X3_att.c_d","X3_v.c_d","X3_p.c_d","X3_i.c_d","X3_u.c_d","X3_a.c_d","X4_att.c_d","X4_v.c_d","X4_p.c_d","X4_i.c_d","X4_u.c_d","X4_a.c_d","X5_att.c_d","X5_v.c_d","X5_p.c_d","X5_i.c_d","X5_u.c_d","X5_a.c_d","X6_att.c_d","X6_v.c_d","X6_p.c_d","X6_i.c_d","X6_u.c_d","X6_a.c_d","X7_att.c_d","X7_v.c_d","X7_p.c_d","X7_i.c_d","X7_u.c_d","X7_a.c_d","X8_att.c_d","X8_v.c_d","X8_p.c_d","X8_i.c_d","X8_u.c_d","X8_a.c_d","X9_att.c_d","X9_v.c_d","X9_p.c_d","X9_i.c_d","X9_u.c_d","X9_a.c_d","X10_att.c_d","X10_v.c_d","X10_p.c_d","X10_i.c_d","X10_u.c_d","X10_a.c_d","X1_att.m_d","X1_v.m_d","X1_p.m_d","X1_i.m_d","X1_u.m_d","X1_a.m_d","X2_att.m_d","X2_v.m_d","X2_p.m_d","X2_i.m_d","X2_u.m_d","X2_a.m_d","X3_att.m_d","X3_v.m_d","X3_p.m_d","X3_i.m_d","X3_u.m_d","X3_a.m_d","X4_att.m_d","X4_v.m_d","X4_p.m_d","X4_i.m_d","X4_u.m_d","X4_a.m_d","X5_att.m_d","X5_v.m_d","X5_p.m_d","X5_i.m_d","X5_u.m_d","X5_a.m_d","X6_att.m_d","X6_v.m_d","X6_p.m_d","X6_i.m_d","X6_u.m_d","X6_a.m_d","X7_att.m_d","X7_v.m_d","X7_p.m_d","X7_i.m_d","X7_u.m_d","X7_a.m_d","X8_att.m_d","X8_v.m_d","X8_p.m_d","X8_i.m_d","X8_u.m_d","X8_a.m_d","X9_att.m_d","X9_v.m_d","X9_p.m_d","X9_i.m_d","X9_u.m_d","X9_a.m_d","X10_att.m_d","X10_v.m_d","X10_p.m_d","X10_i.m_d","X10_u.m_d","X10_a.m_d","FL_4_DO","casevienna_DO","messagevienna_DO","casedominos_DO","messagedominos_DO"
"5/14/2024 10:30","5/14/2024 10:31","0","100","92","1","5/14/2024 10:31","","","","","anonymous","EN","1",11,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","messagevienna","","Q210|message|a.m_s|i.m_s|u.m_s|v.m_s|p.m_s|att.m_s","",""
"5/14/2024 10:32","5/14/2024 10:32","0","100","34","1","5/14/2024 10:32","","","","","anonymous","EN","1",12,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","43","1","5/14/2024 10:33","","","","","anonymous","EN","1",13,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","57","1","5/14/2024 10:33","","","","","anonymous","EN","1",14,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","30","1","5/14/2024 10:33","","","","","anonymous","EN","1",15,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","30","1","5/14/2024 10:33","","","","","anonymous","EN","1",16,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:31","5/14/2024 10:33","0","100","91","1","5/14/2024 10:33","","","","","anonymous","EN","1",17,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","1","1","1","1","","","","","","","","","","","","","messagedominos","","","","Q228|Q229|att.m_d|a.m_d|i.m_d|u.m_d|p.m_d|v.m_d"
"5/14/2024 10:33","5/14/2024 10:33","0","100","19","1","5/14/2024 10:33","","","","","anonymous","EN","1",18,"4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:33","5/14/2024 10:33","0","100","24","1","5/14/2024 10:33","","","","","anonymous","EN","1",19,"2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","64","1","5/14/2024 10:33","","","","","anonymous","EN","1",20,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","50","1","5/14/2024 10:33","","","","","anonymous","EN","1",21,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","50","1","5/14/2024 10:33","","","","","anonymous","EN","1",22,"7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","44","1","5/14/2024 10:33","","","","","anonymous","EN","1",23,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:33","5/14/2024 10:33","0","100","25","1","5/14/2024 10:33","","","","","anonymous","EN","1",24,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","44","1","5/14/2024 10:33","","","","","anonymous","EN","1",25,"5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:32","5/14/2024 10:33","0","100","56","1","5/14/2024 10:33","","","","","anonymous","EN","1",26,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:33","5/14/2024 10:33","0","100","43","1","5/14/2024 10:33","","","","","anonymous","EN","1",27,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5/14/2024 10:33","5/14/2024 10:33","0","100","46","1","5/14/2024 10:33","","","","","anonymous","EN","1",28,"6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
