"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","com.1","com.2","rel.int.vien","rel.share.vien","rel.surp.vien","rel.mem.vien","rel.eng.vien","irr.int.vien","irr.share.vien","irr.surp.vien","irr.mem.vien","irr.eng.vien","rel.int.bike","rel.share.bike","rel.surp.bike","rel.mem.bike","rel.eng.bike","irr.int.bike","irr.share.bike","irr.surp.bike","irr.mem.bike","irr.eng.bike","irr.int.food","irr.share.food","irr.surp.food","irr.mem.food","irr.eng.food","rel.int.food","rel.share.food","rel.surp.food","rel.mem.food","rel.eng.food","rel.int.film","rel.share.film","rel.surp.film","rel.mem.film","rel.eng.film","irr.int.film","irr.share.film","irr.surp.film","irr.mem.film","irr.eng.film","FL_524_DO","viennarelevant_DO","viennairrelevant_DO","bikerelevant_DO","bikeirrelevant_DO","merrickrelevant_DO","merrickirrelevant_DO","blockbusterrelevant_DO","blockbusterirrelevant_DO"
"10/3/2024 15:00","10/3/2024 15:01","0","100","66","1","10/3/2024 15:01","","","","","anonymous","EN","1",1,"5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:00","10/3/2024 15:02","0","100","94","1","10/3/2024 15:02","","","","","anonymous","EN","1",2,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","5","blockbusterirrelevant","","","","","","","","Q844|irr.eng.film|irr.share.film|irr.int.film|irr.mem.film|irr.surp.film"
"10/3/2024 15:01","10/3/2024 15:02","0","100","76","1","10/3/2024 15:02","","","","","anonymous","EN","1",3,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","4","5","5","","","","","","blockbusterrelevant","","","","","","","Q838|rel.int.film|rel.surp.film|rel.mem.film|rel.eng.film|rel.share.film",""
"10/3/2024 15:00","10/3/2024 15:02","0","100","113","1","10/3/2024 15:02","","","","","anonymous","EN","1",4,"7","1","6","6","4","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.eng.vien|rel.int.vien|rel.surp.vien|rel.mem.vien|rel.share.vien","","","","","","",""
"10/3/2024 15:01","10/3/2024 15:02","0","100","87","1","10/3/2024 15:02","","","","","anonymous","EN","1",5,"7","1","","","","","","","","","","","","","","","","","","","","","4","5","5","6","3","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.int.food|irr.eng.food|irr.share.food|irr.surp.food|irr.mem.food","","",""
"10/3/2024 15:01","10/3/2024 15:02","0","100","101","1","10/3/2024 15:02","","","","","anonymous","EN","1",6,"7","1","7","3","2","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.int.vien|rel.mem.vien|rel.eng.vien|rel.share.vien|rel.surp.vien","","","","","","",""
"10/3/2024 15:00","10/3/2024 15:02","0","100","122","1","10/3/2024 15:02","","","","","anonymous","EN","1",7,"7","1","","","","","","2","2","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.surp.vien|irr.share.vien|irr.mem.vien|irr.eng.vien|irr.int.vien","","","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","122","1","10/3/2024 15:03","","","","","anonymous","EN","1",8,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","2","2","3","3","blockbusterirrelevant","","","","","","","","Q844|irr.int.film|irr.eng.film|irr.share.film|irr.surp.film|irr.mem.film"
"10/3/2024 15:00","10/3/2024 15:03","0","100","148","1","10/3/2024 15:03","","","","","anonymous","EN","1",9,"7","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","129","1","10/3/2024 15:03","","","","","anonymous","EN","1",10,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","2","3","4","blockbusterirrelevant","","","","","","","","Q844|irr.int.film|irr.mem.film|irr.eng.film|irr.share.film|irr.surp.film"
"10/3/2024 15:02","10/3/2024 15:03","0","100","73","1","10/3/2024 15:03","","","","","anonymous","EN","1",11,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","2","3","3","","","","","","blockbusterrelevant","","","","","","","Q838|rel.share.film|rel.surp.film|rel.eng.film|rel.mem.film|rel.int.film",""
"10/3/2024 15:02","10/3/2024 15:03","0","100","70","1","10/3/2024 15:03","","","","","anonymous","EN","1",12,"7","1","6","7","7","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.int.vien|rel.eng.vien|rel.share.vien|rel.mem.vien|rel.surp.vien","","","","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","100","1","10/3/2024 15:03","","","","","anonymous","EN","1",13,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5","2","6","5","","","","","","blockbusterrelevant","","","","","","","Q838|rel.surp.film|rel.eng.film|rel.int.film|rel.share.film|rel.mem.film",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","83","1","10/3/2024 15:03","","","","","anonymous","EN","1",14,"7","1","","","","","","","","","","","","","","","","6","6","7","6","5","","","","","","","","","","","","","","","","","","","","","bikeirrelevant","","","","Q814|irr.mem.bike|irr.eng.bike|irr.share.bike|irr.surp.bike|irr.int.bike","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","106","1","10/3/2024 15:03","","","","","anonymous","EN","1",15,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","3","3","2","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.int.food|rel.surp.food|rel.mem.food|rel.eng.food|rel.share.food","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","96","1","10/3/2024 15:03","","","","","anonymous","EN","1",16,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","6","4","2","6","6","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.int.food|rel.eng.food|rel.mem.food|rel.surp.food|rel.share.food","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","118","1","10/3/2024 15:03","","","","","anonymous","EN","1",17,"7","1","","","","","","","","","","","","","","","","5","3","5","4","4","","","","","","","","","","","","","","","","","","","","","bikeirrelevant","","","","Q814|irr.surp.bike|irr.int.bike|irr.mem.bike|irr.share.bike|irr.eng.bike","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","132","1","10/3/2024 15:03","","","","","anonymous","EN","1",18,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","6","1","6","6","","","","","","blockbusterrelevant","","","","","","","Q838|rel.int.film|rel.eng.film|rel.share.film|rel.mem.film|rel.surp.film",""
"10/3/2024 15:02","10/3/2024 15:03","0","100","76","1","10/3/2024 15:03","","","","","anonymous","EN","1",19,"5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:00","10/3/2024 15:03","0","100","177","1","10/3/2024 15:03","","","","","anonymous","EN","1",20,"7","1","","","","","","","","","","","4","3","2","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.eng.bike|rel.mem.bike|rel.share.bike|rel.int.bike|rel.surp.bike","","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","126","1","10/3/2024 15:03","","","","","anonymous","EN","1",21,"7","1","","","","","","4","3","2","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.eng.vien|irr.mem.vien|irr.share.vien|irr.int.vien|irr.surp.vien","","","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","115","1","10/3/2024 15:03","","","","","anonymous","EN","1",22,"7","1","","","","","","","","","","","5","4","5","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.eng.bike|rel.surp.bike|rel.share.bike|rel.int.bike|rel.mem.bike","","","","",""
"10/3/2024 15:02","10/3/2024 15:03","0","100","102","1","10/3/2024 15:03","","","","","anonymous","EN","1",23,"7","1","","","","","","4","3","3","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.share.vien|irr.eng.vien|irr.mem.vien|irr.int.vien|irr.surp.vien","","","","","",""
"10/3/2024 15:01","10/3/2024 15:03","0","100","119","1","10/3/2024 15:03","","","","","anonymous","EN","1",24,"7","1","6","6","6","6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.surp.vien|rel.eng.vien|rel.mem.vien|rel.int.vien|rel.share.vien","","","","","","",""
"10/3/2024 15:02","10/3/2024 15:04","0","100","89","1","10/3/2024 15:04","","","","","anonymous","EN","1",25,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","2","5","5","blockbusterirrelevant","","","","","","","","Q844|irr.surp.film|irr.mem.film|irr.share.film|irr.int.film|irr.eng.film"
"10/3/2024 15:01","10/3/2024 15:04","0","100","161","1","10/3/2024 15:04","","","","","anonymous","EN","1",26,"7","1","","","","","","","","","","","","","","","","","","","","","7","7","7","7","7","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.share.food|irr.mem.food|irr.int.food|irr.eng.food|irr.surp.food","","",""
"10/3/2024 15:02","10/3/2024 15:04","0","100","106","1","10/3/2024 15:04","","","","","anonymous","EN","1",27,"7","1","","","","","","5","3","6","6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.eng.vien|irr.surp.vien|irr.share.vien|irr.mem.vien|irr.int.vien","","","","","",""
"10/3/2024 15:01","10/3/2024 15:04","0","100","130","1","10/3/2024 15:04","","","","","anonymous","EN","1",28,"7","1","","","","","","","","","","","","","","","","","","","","","6","6","6","7","3","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.eng.food|irr.int.food|irr.share.food|irr.surp.food|irr.mem.food","","",""
"10/3/2024 15:02","10/3/2024 15:04","0","100","111","1","10/3/2024 15:04","","","","","anonymous","EN","1",29,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","3","4","4","blockbusterirrelevant","","","","","","","","Q844|irr.int.film|irr.share.film|irr.surp.film|irr.eng.film|irr.mem.film"
"10/3/2024 15:02","10/3/2024 15:04","0","100","123","1","10/3/2024 15:04","","","","","anonymous","EN","1",30,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","4","5","2","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.surp.food|rel.eng.food|rel.mem.food|rel.share.food|rel.int.food","",""
"10/3/2024 15:03","10/3/2024 15:04","0","100","61","1","10/3/2024 15:04","","","","","anonymous","EN","1",31,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5","3","5","5","","","","","","blockbusterrelevant","","","","","","","Q838|rel.int.film|rel.eng.film|rel.share.film|rel.surp.film|rel.mem.film",""
"10/3/2024 15:03","10/3/2024 15:04","0","100","50","1","10/3/2024 15:04","","","","","anonymous","EN","1",32,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","3","2","2","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.int.food|rel.mem.food|rel.surp.food|rel.share.food|rel.eng.food","",""
"10/3/2024 15:02","10/3/2024 15:04","0","100","137","1","10/3/2024 15:04","","","","","anonymous","EN","1",33,"7","1","","","","","","1","1","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.mem.vien|irr.share.vien|irr.surp.vien|irr.int.vien|irr.eng.vien","","","","","",""
"10/3/2024 15:02","10/3/2024 15:04","0","100","114","1","10/3/2024 15:04","","","","","anonymous","EN","1",34,"7","1","","","","","","","","","","","","","","","","","","","","","6","6","7","7","6","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.mem.food|irr.surp.food|irr.eng.food|irr.share.food|irr.int.food","","",""
"10/3/2024 15:02","10/3/2024 15:04","0","100","125","1","10/3/2024 15:04","","","","","anonymous","EN","1",35,"7","1","","","","","","","","","","","1","1","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.int.bike|rel.eng.bike|rel.share.bike|rel.surp.bike|rel.mem.bike","","","","",""
"10/3/2024 15:03","10/3/2024 15:04","0","100","58","1","10/3/2024 15:04","","","","","anonymous","EN","1",36,"7","1","7","6","2","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.surp.vien|rel.share.vien|rel.int.vien|rel.eng.vien|rel.mem.vien","","","","","","",""
"10/3/2024 15:03","10/3/2024 15:04","0","100","87","1","10/3/2024 15:04","","","","","anonymous","EN","1",37,"7","1","","","","","","","","","","","","","","","","","","","","","5","6","7","7","7","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.surp.food|irr.share.food|irr.int.food|irr.mem.food|irr.eng.food","","",""
"10/3/2024 15:01","10/3/2024 15:04","0","100","167","1","10/3/2024 15:04","","","","","anonymous","EN","1",38,"7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:03","10/3/2024 15:04","0","100","67","1","10/3/2024 15:04","","","","","anonymous","EN","1",39,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:01","10/3/2024 15:04","0","100","212","1","10/3/2024 15:04","","","","","anonymous","EN","1",40,"7","1","","","","","","","","","","","","","","","","6","6","6","6","5","","","","","","","","","","","","","","","","","","","","","bikeirrelevant","","","","Q814|irr.int.bike|irr.eng.bike|irr.surp.bike|irr.mem.bike|irr.share.bike","","","",""
"10/3/2024 15:02","10/3/2024 15:04","0","100","140","1","10/3/2024 15:04","","","","","anonymous","EN","1",41,"7","1","6","5","4","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.surp.vien|rel.mem.vien|rel.share.vien|rel.int.vien|rel.eng.vien","","","","","","",""
"10/3/2024 15:03","10/3/2024 15:04","0","100","97","1","10/3/2024 15:04","","","","","anonymous","EN","1",42,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","4","4","3","4","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.eng.food|rel.share.food|rel.mem.food|rel.int.food|rel.surp.food","",""
"10/3/2024 15:01","10/3/2024 15:05","0","100","221","1","10/3/2024 15:05","","","","","anonymous","EN","1",43,"7","1","","","","","","","","","","","4","3","3","5","3","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.share.bike|rel.int.bike|rel.mem.bike|rel.eng.bike|rel.surp.bike","","","","",""
"10/3/2024 15:02","10/3/2024 15:05","0","100","150","1","10/3/2024 15:05","","","","","anonymous","EN","1",44,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","4","6","5","","","","","","blockbusterrelevant","","","","","","","Q838|rel.share.film|rel.int.film|rel.mem.film|rel.surp.film|rel.eng.film",""
"10/3/2024 15:03","10/3/2024 15:05","0","100","102","1","10/3/2024 15:05","","","","","anonymous","EN","1",45,"7","1","","","","","","","","","","","5","5","5","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.eng.bike|rel.surp.bike|rel.mem.bike|rel.share.bike|rel.int.bike","","","","",""
"10/3/2024 15:03","10/3/2024 15:05","0","100","94","1","10/3/2024 15:05","","","","","anonymous","EN","1",46,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","3","4","4","blockbusterirrelevant","","","","","","","","Q844|irr.surp.film|irr.mem.film|irr.eng.film|irr.share.film|irr.int.film"
"10/3/2024 15:02","10/3/2024 15:05","0","100","146","1","10/3/2024 15:05","","","","","anonymous","EN","1",47,"7","1","","","","","","","","","","","","","","","","4","2","6","5","5","","","","","","","","","","","","","","","","","","","","","bikeirrelevant","","","","Q814|irr.share.bike|irr.int.bike|irr.mem.bike|irr.surp.bike|irr.eng.bike","","","",""
"10/3/2024 15:01","10/3/2024 15:05","0","100","202","1","10/3/2024 15:05","","","","","anonymous","EN","1",48,"7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:03","10/3/2024 15:05","0","100","114","1","10/3/2024 15:05","","","","","anonymous","EN","1",49,"7","1","","","","","","7","7","7","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.int.vien|irr.eng.vien|irr.surp.vien|irr.mem.vien|irr.share.vien","","","","","",""
"10/3/2024 15:04","10/3/2024 15:05","0","100","56","1","10/3/2024 15:05","","","","","anonymous","EN","1",50,"3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:04","10/3/2024 15:05","0","100","61","1","10/3/2024 15:05","","","","","anonymous","EN","1",51,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","4","4","3","blockbusterirrelevant","","","","","","","","Q844|irr.share.film|irr.eng.film|irr.int.film|irr.surp.film|irr.mem.film"
"10/3/2024 15:02","10/3/2024 15:05","0","100","179","1","10/3/2024 15:05","","","","","anonymous","EN","1",52,"7","1","","","","","","3","2","3","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.mem.vien|irr.eng.vien|irr.int.vien|irr.share.vien|irr.surp.vien","","","","","",""
"10/3/2024 15:04","10/3/2024 15:05","0","100","86","1","10/3/2024 15:05","","","","","anonymous","EN","1",53,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","6","3","3","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.eng.food|rel.mem.food|rel.surp.food|rel.int.food|rel.share.food","",""
"10/3/2024 15:02","10/3/2024 15:05","0","100","176","1","10/3/2024 15:05","","","","","anonymous","EN","1",54,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6","6","5","6","","","","","","blockbusterrelevant","","","","","","","Q838|rel.eng.film|rel.share.film|rel.surp.film|rel.mem.film|rel.int.film",""
"10/3/2024 15:02","10/3/2024 15:05","0","100","183","1","10/3/2024 15:05","","","","","anonymous","EN","1",55,"7","1","","","","","","","","","","","","","","","","7","7","6","6","6","","","","","","","","","","","","","","","","","","","","","bikeirrelevant","","","","Q814|irr.share.bike|irr.surp.bike|irr.int.bike|irr.eng.bike|irr.mem.bike","","","",""
"10/3/2024 15:04","10/3/2024 15:05","0","100","86","1","10/3/2024 15:05","","","","","anonymous","EN","1",56,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","5","4","4","","","","","","blockbusterrelevant","","","","","","","Q838|rel.mem.film|rel.surp.film|rel.share.film|rel.int.film|rel.eng.film",""
"10/3/2024 15:03","10/3/2024 15:05","0","100","108","1","10/3/2024 15:05","","","","","anonymous","EN","1",57,"7","1","6","6","7","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.eng.vien|rel.int.vien|rel.mem.vien|rel.share.vien|rel.surp.vien","","","","","","",""
"10/3/2024 15:03","10/3/2024 15:05","0","100","164","1","10/3/2024 15:05","","","","","anonymous","EN","1",58,"7","1","","","","","","","","","","","","","","","","","","","","","4","2","5","4","3","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.share.food|irr.eng.food|irr.mem.food|irr.int.food|irr.surp.food","","",""
"10/3/2024 15:04","10/3/2024 15:05","0","100","88","1","10/3/2024 15:06","","","","","anonymous","EN","1",59,"7","1","","","","","","","","","","","","","","","","6","6","7","7","5","","","","","","","","","","","","","","","","","","","","","bikeirrelevant","","","","Q814|irr.surp.bike|irr.share.bike|irr.int.bike|irr.mem.bike|irr.eng.bike","","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","81","1","10/3/2024 15:06","","","","","anonymous","EN","1",60,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","3","5","4","blockbusterirrelevant","","","","","","","","Q844|irr.mem.film|irr.int.film|irr.eng.film|irr.share.film|irr.surp.film"
"10/3/2024 15:04","10/3/2024 15:06","0","100","118","1","10/3/2024 15:06","","","","","anonymous","EN","1",61,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","3","1","3","3","3","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.mem.food|rel.surp.food|rel.share.food|rel.eng.food|rel.int.food","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","110","1","10/3/2024 15:06","","","","","anonymous","EN","1",62,"7","1","","","","","","5","5","5","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.surp.vien|irr.share.vien|irr.eng.vien|irr.mem.vien|irr.int.vien","","","","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","91","1","10/3/2024 15:06","","","","","anonymous","EN","1",63,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","7","5","6","5","","","","","","blockbusterrelevant","","","","","","","Q838|rel.eng.film|rel.surp.film|rel.mem.film|rel.int.film|rel.share.film",""
"10/3/2024 15:03","10/3/2024 15:06","0","100","165","1","10/3/2024 15:06","","","","","anonymous","EN","1",64,"7","1","","","","","","","","","","","7","7","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.eng.bike|rel.share.bike|rel.mem.bike|rel.int.bike|rel.surp.bike","","","","",""
"10/3/2024 15:05","10/3/2024 15:06","0","100","77","1","10/3/2024 15:06","","","","","anonymous","EN","1",65,"7","1","","","","","","","","","","","","","","","","2","2","4","2","3","","","","","","","","","","","","","","","","","","","","","bikeirrelevant","","","","Q814|irr.eng.bike|irr.share.bike|irr.surp.bike|irr.int.bike|irr.mem.bike","","","",""
"10/3/2024 15:01","10/3/2024 15:06","0","100","319","1","10/3/2024 15:06","","","","","anonymous","EN","1",66,"7","1","7","6","7","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.surp.vien|rel.mem.vien|rel.eng.vien|rel.int.vien|rel.share.vien","","","","","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","111","1","10/3/2024 15:06","","","","","anonymous","EN","1",67,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","5","4","5","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.surp.food|rel.mem.food|rel.share.food|rel.eng.food|rel.int.food","",""
"10/3/2024 15:05","10/3/2024 15:06","0","100","61","1","10/3/2024 15:06","","","","","anonymous","EN","1",68,"7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","86","1","10/3/2024 15:06","","","","","anonymous","EN","1",69,"7","1","","","","","","","","","","","","","","","","","","","","","6","5","7","5","4","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.share.food|irr.surp.food|irr.int.food|irr.mem.food|irr.eng.food","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","131","1","10/3/2024 15:06","","","","","anonymous","EN","1",70,"7","1","","","","","","","","","","","","","","","","","","","","","4","5","6","5","5","","","","","","","","","","","","","","","","merrickrelevant","","","","","Q826|irr.int.food|irr.share.food|irr.eng.food|irr.mem.food|irr.surp.food","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","128","1","10/3/2024 15:06","","","","","anonymous","EN","1",71,"7","1","","","","","","","","","","","4","3","6","6","5","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.share.bike|rel.int.bike|rel.eng.bike|rel.surp.bike|rel.mem.bike","","","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","144","1","10/3/2024 15:06","","","","","anonymous","EN","1",72,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","4","4","3","blockbusterirrelevant","","","","","","","","Q844|irr.mem.film|irr.surp.film|irr.eng.film|irr.int.film|irr.share.film"
"10/3/2024 15:05","10/3/2024 15:06","0","100","82","1","10/3/2024 15:06","","","","","anonymous","EN","1",73,"5","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:04","10/3/2024 15:06","0","100","120","1","10/3/2024 15:06","","","","","anonymous","EN","1",74,"7","1","5","4","1","6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennarelevant","Q808|rel.int.vien|rel.mem.vien|rel.eng.vien|rel.surp.vien|rel.share.vien","","","","","","",""
"10/3/2024 15:05","10/3/2024 15:07","0","100","97","1","10/3/2024 15:07","","","","","anonymous","EN","1",75,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","1","4","5","blockbusterirrelevant","","","","","","","","Q844|irr.int.film|irr.eng.film|irr.share.film|irr.surp.film|irr.mem.film"
"10/3/2024 15:02","10/3/2024 15:07","0","100","284","1","10/3/2024 15:07","","","","","anonymous","EN","1",76,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","3","5","5","","","","","","blockbusterrelevant","","","","","","","Q838|rel.mem.film|rel.eng.film|rel.int.film|rel.surp.film|rel.share.film",""
"10/3/2024 15:05","10/3/2024 15:07","0","100","102","1","10/3/2024 15:07","","","","","anonymous","EN","1",77,"5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10/3/2024 15:05","10/3/2024 15:07","0","100","116","1","10/3/2024 15:07","","","","","anonymous","EN","1",78,"7","1","","","","","","","","","","","3","2","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","bikerelevant","","","Q820|rel.int.bike|rel.eng.bike|rel.share.bike|rel.surp.bike|rel.mem.bike","","","","",""
"10/3/2024 15:03","10/3/2024 15:07","0","100","228","1","10/3/2024 15:07","","","","","anonymous","EN","1",79,"7","1","","","","","","5","1","1","6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.eng.vien|irr.mem.vien|irr.share.vien|irr.surp.vien|irr.int.vien","","","","","",""
"10/3/2024 15:05","10/3/2024 15:07","0","100","133","1","10/3/2024 15:07","","","","","anonymous","EN","1",80,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","3","1","3","","","","","","","","","","","merrickirrelevant","","","","","","Q832|rel.eng.food|rel.int.food|rel.surp.food|rel.share.food|rel.mem.food","",""
"10/3/2024 15:05","10/3/2024 15:07","0","100","85","1","10/3/2024 15:07","","","","","anonymous","EN","1",81,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4","2","5","5","blockbusterirrelevant","","","","","","","","Q844|irr.mem.film|irr.eng.film|irr.int.film|irr.surp.film|irr.share.film"
"10/3/2024 15:04","10/3/2024 15:07","0","100","165","1","10/3/2024 15:07","","","","","anonymous","EN","1",82,"7","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","4","4","blockbusterirrelevant","","","","","","","","Q844|irr.mem.film|irr.eng.film|irr.surp.film|irr.share.film|irr.int.film"
"10/3/2024 15:06","10/3/2024 15:07","0","100","79","1","10/3/2024 15:07","","","","","anonymous","EN","1",83,"7","1","","","","","","5","4","5","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","viennairrelevant","","Q539|irr.int.vien|irr.share.vien|irr.eng.vien|irr.mem.vien|irr.surp.vien","","","","","",""
