Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2024-04-03T17:09:31.351000Z,2024-04-03T17:12:22.435000Z,2024-04-03T23:49:06.939000Z,2024-04-30T12:00:25.465483Z,172,C1KIDJP4,224,English,66,Male,White,Ireland,Ireland,Ireland,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-04-03T17:09:24.674000Z,2024-04-03T17:11:08.266000Z,2024-04-03T23:48:18.940000Z,2024-04-30T12:00:28.434143Z,104,C1KIDJP4,630,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2024-04-03T17:09:31.101000Z,2024-04-03T17:12:02.463000Z,2024-04-03T23:49:07.328000Z,2024-04-30T12:00:25.779384Z,152,C1KIDJP4,759,English,49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2024-04-03T17:09:47.274000Z,2024-04-03T17:16:04.384000Z,2024-04-03T23:49:07.709000Z,2024-04-30T12:00:27.701446Z,378,C1KIDJP4,88,"Polish, English",25,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
APPROVED,Not Applicable,2024-04-03T17:10:24.558000Z,2024-04-03T17:12:26.567000Z,2024-04-03T23:48:19.585000Z,2024-04-30T12:00:30.004349Z,123,C1KIDJP4,546,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-04-03T17:11:51.243000Z,2024-04-03T17:14:02.644000Z,2024-04-03T23:49:08.083000Z,2024-04-30T12:00:25.660159Z,132,C1KIDJP4,267,English,22,Male,White,New Zealand,United Kingdom,United Kingdom,English,Yes,Part-Time
APPROVED,Not Applicable,2024-04-03T17:10:35.659000Z,2024-04-03T17:13:36.300000Z,2024-04-03T23:49:08.447000Z,2024-04-30T12:00:26.080679Z,181,C1KIDJP4,519,English,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-04-03T17:11:11.594000Z,2024-04-03T17:13:52.614000Z,2024-04-03T23:48:20.372000Z,2024-04-30T12:00:29.758207Z,162,C1KIDJP4,688,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2024-04-03T17:11:15.972000Z,2024-04-03T17:21:25.835000Z,2024-04-03T23:48:20.936000Z,2024-04-30T12:00:29.244726Z,610,C1KIDJP4,32,English,45,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2024-04-03T17:11:12.013000Z,2024-04-03T17:13:24.731000Z,2024-04-03T23:48:21.478000Z,2024-04-30T12:00:29.612835Z,133,C1KIDJP4,676,English,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2024-04-03T17:12:18.528000Z,2024-04-03T17:15:49.991000Z,2024-04-03T23:49:08.829000Z,2024-04-30T12:00:27.810900Z,212,C1KIDJP4,28,English,28,Male,White,Lithuania,United Kingdom,Lithuania,Lithuanian,No,Full-Time
