"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consent","id","X56_att","X56_v.n","X56_p.n","X56_i.n","X56_u.n","X56_a.n","X57_att","X57_v.n","X57_p.n","X57_i.n","X57_u.n","X57_a.n","X58_att","X58_v.n","X58_p.n","X58_i.n","X58_u.n","X58_a.n","X59_att","X59_v.n","X59_p.n","X59_i.n","X59_u.n","X59_a.n","X60_att","X60_v.n","X60_p.n","X60_i.n","X60_u.n","X60_a.n","X61_att","X61_v.n","X61_p.n","X61_i.n","X61_u.n","X61_a.n","X62_att","X62_v.n","X62_p.n","X62_i.n","X62_u.n","X62_a.n","X63_att","X63_v.n","X63_p.n","X63_i.n","X63_u.n","X63_a.n","X64_att","X64_v.n","X64_p.n","X64_i.n","X64_u.n","X64_a.n","X65_att","X65_v.n","X65_p.n","X65_i.n","X65_u.n","X65_a.n","X19_att","X19_v.g","X19_p.g","X19_i.g","X19_u.g","X19_a.g","X20_att","X20_v.g","X20_p.g","X20_i.g","X20_u.g","X20_a.g","X21_att","X21_v.g","X21_p.g","X21_i.g","X21_u.g","X21_a.g","X22_att","X22_v.g","X22_p.g","X22_i.g","X22_u.g","X22_a.g","X23_att","X23_v.g","X23_p.g","X23_i.g","X23_u.g","X23_a.g","X24_att","X24_v.g","X24_p.g","X24_i.g","X24_u.g","X24_a.g","X25_att","X25_v.g","X25_p.g","X25_i.g","X25_u.g","X25_a.g","X26_att","X26_v.g","X26_p.g","X26_i.g","X26_u.g","X26_a.g","X27_att","X27_v.g","X27_p.g","X27_i.g","X27_u.g","X27_a.g","X28_att","X28_v.g","X28_p.g","X28_i.g","X28_u.g","X28_a.g","FL_77_DO","case_DO","message_DO"
"4/4/2024 7:27","4/4/2024 7:28","0","100","98","1","4/4/2024 7:28","","","","","anonymous","EN","1",11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","4","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|v.n|p.n|att|a.n|u.n|i.n",""
"4/4/2024 7:27","4/4/2024 7:28","0","100","54","1","4/4/2024 7:28","","","","","anonymous","EN","1",12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","2","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|v.n|a.n|p.n|i.n|u.n|att",""
"4/4/2024 7:28","4/4/2024 7:28","0","100","49","1","4/4/2024 7:28","","","","","anonymous","EN","1",13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","4","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|i.g|v.g|u.g|p.g|a.g|att"
"4/4/2024 7:28","4/4/2024 7:28","0","100","41","1","4/4/2024 7:28","","","","","anonymous","EN","1",14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","6","5","5","5","5","","","","","","","message","","Q210|message|i.g|p.g|a.g|u.g|att|v.g"
"4/4/2024 7:28","4/4/2024 7:29","0","100","52","1","4/4/2024 7:29","","","","","anonymous","EN","1",15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","6","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|p.n|v.n|u.n|att|i.n|a.n",""
"4/4/2024 7:28","4/4/2024 7:29","0","100","63","1","4/4/2024 7:29","","","","","anonymous","EN","1",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","5","5","5","5","","","","","","","","","","","","","message","","Q210|message|p.g|att|i.g|a.g|u.g|v.g"
"4/4/2024 7:28","4/4/2024 7:29","0","100","68","1","4/4/2024 7:29","","","","","anonymous","EN","1",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","5","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|i.n|u.n|att|v.n|a.n|p.n",""
"4/4/2024 7:28","4/4/2024 7:29","0","100","54","1","4/4/2024 7:29","","","","","anonymous","EN","1",18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","1","7","7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|v.n|att|i.n|u.n|a.n|p.n",""
"4/4/2024 7:28","4/4/2024 7:29","0","100","45","1","4/4/2024 7:29","","","","","anonymous","EN","1",19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","6","6","6","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|i.n|v.n|att|u.n|p.n|a.n",""
"4/4/2024 7:28","4/4/2024 7:29","0","100","58","1","4/4/2024 7:29","","","","","anonymous","EN","1",20,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","5","4","4","5","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|a.g|i.g|u.g|att|v.g|p.g"
"4/4/2024 7:28","4/4/2024 7:29","0","100","70","1","4/4/2024 7:29","","","","","anonymous","EN","1",21,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","2","3","4","4","","","","","","","","","","","","","message","","Q210|message|u.g|p.g|v.g|att|a.g|i.g"
"4/4/2024 7:28","4/4/2024 7:29","0","100","72","1","4/4/2024 7:29","","","","","anonymous","EN","1",22,"","","","","","","4","2","2","2","2","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|p.n|att|u.n|v.n|i.n|a.n",""
"4/4/2024 7:27","4/4/2024 7:29","0","100","107","1","4/4/2024 7:29","","","","","anonymous","EN","1",23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","1","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|att|a.n|i.n|v.n|u.n|p.n",""
"4/4/2024 7:28","4/4/2024 7:29","0","100","53","1","4/4/2024 7:29","","","","","anonymous","EN","1",24,"4","3","2","5","4","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|i.n|v.n|p.n|u.n|a.n|att",""
"4/4/2024 7:27","4/4/2024 7:29","0","100","131","1","4/4/2024 7:29","","","","","anonymous","EN","1",25,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","5","5","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|i.g|att|v.g|u.g|p.g|a.g"
"4/4/2024 7:28","4/4/2024 7:29","0","100","66","1","4/4/2024 7:29","","","","","anonymous","EN","1",26,"4","3","2","4","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|a.n|att|u.n|i.n|p.n|v.n",""
"4/4/2024 7:29","4/4/2024 7:30","0","100","36","1","4/4/2024 7:30","","","","","anonymous","EN","1",27,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","7","6","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|u.g|i.g|a.g|p.g|v.g|att"
"4/4/2024 7:29","4/4/2024 7:30","0","100","51","1","4/4/2024 7:30","","","","","anonymous","EN","1",28,"","","","","","","","","","","","","4","4","4","4","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|p.n|att|u.n|a.n|v.n|i.n",""
"4/4/2024 7:28","4/4/2024 7:30","0","100","90","1","4/4/2024 7:30","","","","","anonymous","EN","1",29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","3","5","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|i.n|v.n|p.n|a.n|u.n|att",""
"4/4/2024 7:29","4/4/2024 7:30","0","100","48","1","4/4/2024 7:30","","","","","anonymous","EN","1",30,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","1","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|u.g|i.g|v.g|a.g|p.g|att"
"4/4/2024 7:28","4/4/2024 7:30","0","100","106","1","4/4/2024 7:30","","","","","anonymous","EN","1",31,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","3","3","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|i.g|p.g|att|a.g|u.g|v.g"
"4/4/2024 7:29","4/4/2024 7:30","0","100","43","1","4/4/2024 7:30","","","","","anonymous","EN","1",32,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","1","1","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|i.g|p.g|att|u.g|v.g|a.g"
"4/4/2024 7:29","4/4/2024 7:30","0","100","49","1","4/4/2024 7:30","","","","","anonymous","EN","1",33,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","3","3","5","5","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|a.g|u.g|v.g|p.g|att|i.g"
"4/4/2024 7:29","4/4/2024 7:30","0","100","85","1","4/4/2024 7:30","","","","","anonymous","EN","1",34,"","","","","","","","","","","","","","","","","","","","","","","","","4","2","3","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|a.n|p.n|i.n|att|u.n|v.n",""
"4/4/2024 7:30","4/4/2024 7:30","0","100","38","1","4/4/2024 7:30","","","","","anonymous","EN","1",35,"","","","","","","4","2","2","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|a.n|att|u.n|p.n|i.n|v.n",""
"4/4/2024 7:29","4/4/2024 7:30","0","100","61","1","4/4/2024 7:30","","","","","anonymous","EN","1",36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","6","5","7","5","5","message","","Q210|message|i.g|att|v.g|p.g|a.g|u.g"
"4/4/2024 7:29","4/4/2024 7:30","0","100","101","1","4/4/2024 7:31","","","","","anonymous","EN","1",37,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","1","5","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|i.n|a.n|v.n|p.n|att|u.n",""
"4/4/2024 7:30","4/4/2024 7:31","0","100","43","1","4/4/2024 7:31","","","","","anonymous","EN","1",38,"","","","","","","","","","","","","","","","","","","4","1","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|p.n|a.n|v.n|u.n|att|i.n",""
"4/4/2024 7:28","4/4/2024 7:31","0","100","143","1","4/4/2024 7:31","","","","","anonymous","EN","1",39,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","7","5","6","7","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|u.g|v.g|i.g|a.g|att|p.g"
"4/4/2024 7:29","4/4/2024 7:31","0","100","93","1","4/4/2024 7:31","","","","","anonymous","EN","1",40,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","6","4","5","6","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|u.n|v.n|p.n|att|a.n|i.n",""
"4/4/2024 7:28","4/4/2024 7:31","0","100","148","1","4/4/2024 7:31","","","","","anonymous","EN","1",41,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","2","3","1","2","message","","Q210|message|i.g|p.g|att|u.g|a.g|v.g"
"4/4/2024 7:30","4/4/2024 7:31","0","100","40","1","4/4/2024 7:31","","","","","anonymous","EN","1",42,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|v.g|i.g|p.g|u.g|att|a.g"
"4/4/2024 7:29","4/4/2024 7:31","0","100","110","1","4/4/2024 7:31","","","","","anonymous","EN","1",43,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","4","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|p.n|a.n|att|u.n|i.n|v.n",""
"4/4/2024 7:28","4/4/2024 7:31","0","100","156","1","4/4/2024 7:31","","","","","anonymous","EN","1",44,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","5","5","6","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|a.g|i.g|p.g|v.g|u.g|att"
"4/4/2024 7:30","4/4/2024 7:31","0","100","56","1","4/4/2024 7:31","","","","","anonymous","EN","1",45,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","1","4","3","3","","","","","","","","","","","","","","","","","","","message","","Q210|message|att|v.g|p.g|i.g|a.g|u.g"
"4/4/2024 7:29","4/4/2024 7:31","0","100","103","1","4/4/2024 7:31","","","","","anonymous","EN","1",46,"","","","","","","","","","","","","4","5","5","5","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|a.n|i.n|att|v.n|u.n|p.n",""
"4/4/2024 7:30","4/4/2024 7:31","0","100","73","1","4/4/2024 7:31","","","","","anonymous","EN","1",47,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","5","3","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|att|u.n|p.n|a.n|v.n|i.n",""
"4/4/2024 7:29","4/4/2024 7:31","0","100","130","1","4/4/2024 7:31","","","","","anonymous","EN","1",48,"","","","","","","","","","","","","","","","","","","","","","","","","4","3","2","4","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|p.n|a.n|i.n|v.n|att|u.n",""
"4/4/2024 7:30","4/4/2024 7:31","0","100","86","1","4/4/2024 7:31","","","","","anonymous","EN","1",49,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3","1","3","4","4","","","","","","","message","","Q210|message|i.g|v.g|a.g|u.g|att|p.g"
"4/4/2024 7:30","4/4/2024 7:31","0","100","83","1","4/4/2024 7:31","","","","","anonymous","EN","1",50,"","","","","","","","","","","","","4","5","3","5","4","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|v.n|p.n|att|i.n|a.n|u.n",""
"4/4/2024 7:30","4/4/2024 7:31","0","100","81","1","4/4/2024 7:31","","","","","anonymous","EN","1",51,"","","","","","","","","","","","","","","","","","","4","6","3","6","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|v.n|p.n|att|u.n|a.n|i.n",""
"4/4/2024 7:31","4/4/2024 7:31","0","100","34","1","4/4/2024 7:31","","","","","anonymous","EN","1",52,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","6","5","6","7","7","message","","Q210|message|p.g|att|i.g|v.g|a.g|u.g"
"4/4/2024 7:30","4/4/2024 7:31","0","100","97","1","4/4/2024 7:31","","","","","anonymous","EN","1",53,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","4","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|a.n|i.n|v.n|p.n|att|u.n",""
"4/4/2024 7:30","4/4/2024 7:31","0","100","99","1","4/4/2024 7:32","","","","","anonymous","EN","1",54,"","","","","","","","","","","","","","","","","","","4","5","5","5","4","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","case","Q129|case|u.n|a.n|att|i.n|v.n|p.n",""
"4/4/2024 7:30","4/4/2024 7:32","0","100","74","1","4/4/2024 7:32","","","","","anonymous","EN","1",55,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5","2","5","3","1","","","","","","","","","","","","","","","","","","","message","","Q210|message|i.g|v.g|p.g|att|u.g|a.g"
"4/4/2024 7:30","4/4/2024 7:32","0","100","75","1","4/4/2024 7:32","","","","","anonymous","EN","1",56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","2","2","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","message","","Q210|message|a.g|i.g|p.g|v.g|u.g|att"
