Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2025-12-22T15:12:21.896000Z,2025-12-22T15:15:13.626000Z,2025-12-23T21:36:06.931000Z,2025-12-22T15:15:14.133209Z,172,C8TRMCWU,234,59,Female,Asian,India,India,India,Tamil,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:12:25.289000Z,2025-12-22T15:15:19.841000Z,2025-12-23T21:36:07.209000Z,2025-12-22T15:15:20.270322Z,175,C8TRMCWU,316,51,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:21.813000Z,2025-12-22T15:19:58.987000Z,2025-12-23T21:36:07.472000Z,2025-12-22T15:19:59.375354Z,458,C8TRMCWU,605,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:32.069000Z,2025-12-22T15:16:10.035000Z,2025-12-23T21:36:55.625000Z,2025-12-22T15:16:10.497343Z,218,C8TRMCWU,147,30,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:12:27.291000Z,2025-12-22T15:17:40.570000Z,2025-12-23T21:36:55.877000Z,2025-12-22T15:17:40.972074Z,314,C8TRMCWU,1013,59,Male,White,United States,United States,United States,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:12:28.383000Z,2025-12-22T15:19:33.373000Z,2025-12-23T21:36:56.194000Z,2025-12-22T15:19:33.787120Z,425,C8TRMCWU,3054,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:32.621000Z,2025-12-22T15:16:02.256000Z,2025-12-23T21:36:07.740000Z,2025-12-22T15:16:02.692372Z,210,C8TRMCWU,3076,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:31.895000Z,2025-12-22T15:17:12.023000Z,2025-12-23T21:36:56.481000Z,2025-12-22T15:17:12.432964Z,281,C8TRMCWU,8851,37,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:36.301000Z,2025-12-22T15:14:15.584000Z,2025-12-23T21:36:56.734000Z,2025-12-22T15:14:16.039523Z,100,C8TRMCWU,2224,30,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:36.984000Z,2025-12-22T15:16:15.314000Z,2025-12-23T21:36:56.993000Z,2025-12-22T15:16:15.716973Z,219,C8TRMCWU,881,45,Male,White,Israel,Israel,Israel,Hebrew,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:12:43.223000Z,2025-12-22T15:14:47.023000Z,2025-12-23T21:36:57.279000Z,2025-12-22T15:14:47.439271Z,124,C8TRMCWU,1428,50,Male,Asian,India,Germany,Germany,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:12:45.168000Z,2025-12-22T15:14:42.363000Z,2025-12-23T21:36:57.535000Z,2025-12-22T15:14:42.791757Z,118,C8TRMCWU,889,44,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:58.886000Z,2025-12-22T15:15:48.444000Z,2025-12-23T21:36:57.806000Z,2025-12-22T15:15:48.837007Z,170,C8TRMCWU,2914,57,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:51.726000Z,2025-12-22T15:15:59.593000Z,2025-12-23T21:36:07.992000Z,2025-12-22T15:16:00.017483Z,188,C8TRMCWU,318,32,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:44.729000Z,2025-12-22T15:17:24.555000Z,2025-12-23T21:36:08.265000Z,2025-12-22T15:17:24.948448Z,280,C8TRMCWU,414,37,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:47.980000Z,2025-12-22T15:15:20.322000Z,2025-12-23T21:36:08.538000Z,2025-12-22T15:15:20.753875Z,153,C8TRMCWU,5329,34,Female,White,Canada,Canada,Canada,French,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:56.444000Z,2025-12-22T15:15:25.090000Z,2025-12-23T21:36:08.825000Z,2025-12-22T15:15:25.501613Z,149,C8TRMCWU,3949,67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2025-12-22T15:12:46.425000Z,2025-12-22T15:13:55.716000Z,2025-12-23T21:36:09.113000Z,2025-12-22T15:13:56.177586Z,70,C8TRMCWU,703,31,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:51.733000Z,2025-12-22T15:18:06.811000Z,2025-12-23T21:36:09.386000Z,2025-12-22T15:18:07.238362Z,316,C8TRMCWU,674,27,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:53.247000Z,2025-12-22T15:15:27.534000Z,2025-12-23T21:36:09.659000Z,2025-12-22T15:15:27.996870Z,155,C8TRMCWU,4070,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:12:51.729000Z,2025-12-22T15:14:18.934000Z,2025-12-23T21:36:58.129000Z,2025-12-22T15:14:21.047909Z,88,C8TRMCWU,875,48,Male,Asian,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:53.794000Z,2025-12-22T15:14:19.773000Z,2025-12-23T21:36:58.445000Z,2025-12-22T15:14:20.185212Z,86,C8TRMCWU,921,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:53.760000Z,2025-12-22T15:14:55.426000Z,2025-12-23T21:36:58.746000Z,2025-12-22T15:14:55.830730Z,122,C8TRMCWU,3068,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:12:57.921000Z,2025-12-22T15:16:13.739000Z,2025-12-23T21:36:09.947000Z,2025-12-22T15:16:14.123692Z,196,C8TRMCWU,264,33,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:01.312000Z,2025-12-22T15:14:22.656000Z,2025-12-23T21:36:10.261000Z,2025-12-22T15:14:23.051409Z,82,C8TRMCWU,3026,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:59.807000Z,2025-12-22T15:19:13.254000Z,2025-12-23T21:36:12.938000Z,2025-12-22T15:19:13.667586Z,374,C8TRMCWU,801,27,Female,White,Morocco,Morocco,Morocco,Arabic,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:00.722000Z,2025-12-22T15:15:41.186000Z,2025-12-23T21:36:59.091000Z,2025-12-22T15:15:41.693670Z,161,C8TRMCWU,5490,30,Male,Black,Benin,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:58.757000Z,2025-12-22T15:15:41.507000Z,2025-12-23T21:36:59.429000Z,2025-12-22T15:15:41.907628Z,163,C8TRMCWU,457,46,Male,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:12:58.221000Z,2025-12-22T15:14:54.314000Z,2025-12-23T21:36:13.392000Z,2025-12-22T15:14:54.733819Z,117,C8TRMCWU,6215,53,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:13:00.212000Z,2025-12-22T15:15:01.601000Z,2025-12-23T21:36:13.776000Z,2025-12-22T15:15:02.068532Z,122,C8TRMCWU,1172,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:03.410000Z,2025-12-22T15:15:23.280000Z,2025-12-23T21:36:59.668000Z,2025-12-22T15:15:23.675839Z,140,C8TRMCWU,396,30,Male,Black,United States,South Africa,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:01.199000Z,2025-12-22T15:15:41.565000Z,2025-12-23T21:36:59.935000Z,2025-12-22T15:15:41.968965Z,161,C8TRMCWU,699,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:09.995000Z,2025-12-22T15:25:59.253000Z,2025-12-23T21:37:00.174000Z,2025-12-22T15:25:59.686515Z,770,C8TRMCWU,11041,60,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:12.090000Z,2025-12-22T15:16:12.657000Z,2025-12-23T21:37:00.434000Z,2025-12-22T15:16:13.082645Z,181,C8TRMCWU,1177,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:09.037000Z,2025-12-22T15:20:20.349000Z,2025-12-23T21:36:15.633000Z,2025-12-22T15:20:20.770421Z,432,C8TRMCWU,448,32,Female,Black,South Africa,South Africa,South Africa,Other,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:17.333000Z,2025-12-22T15:15:30.929000Z,2025-12-23T21:37:00.671000Z,2025-12-22T15:15:31.376994Z,134,C8TRMCWU,1245,66,Male,White,United States,United States,United States,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:31.200000Z,2025-12-22T15:15:45.398000Z,2025-12-23T21:36:16.053000Z,2025-12-22T15:15:45.833884Z,135,C8TRMCWU,377,56,Female,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:16.366000Z,2025-12-22T15:15:36.551000Z,2025-12-23T21:37:00.938000Z,2025-12-22T15:15:36.935229Z,141,C8TRMCWU,3595,38,Male,White,Germany,Germany,Germany,German,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:22.403000Z,2025-12-22T15:18:22.672000Z,2025-12-23T21:36:16.422000Z,2025-12-22T15:33:45.233759Z,301,C8TRMCWU,77,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other
APPROVED,Not Applicable,2025-12-22T15:13:30.244000Z,2025-12-22T15:17:25.022000Z,2025-12-23T21:37:01.210000Z,2025-12-22T15:17:25.437119Z,235,C8TRMCWU,205,32,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:27.726000Z,2025-12-22T15:15:38.623000Z,2025-12-23T21:36:16.709000Z,2025-12-22T15:15:39.037088Z,131,C8TRMCWU,1080,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:27.691000Z,2025-12-22T15:14:38.634000Z,2025-12-23T21:37:01.495000Z,2025-12-22T15:14:39.029053Z,71,C8TRMCWU,637,24,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:29.299000Z,2025-12-22T15:14:56.983000Z,2025-12-23T21:37:01.745000Z,2025-12-22T15:14:57.488072Z,88,C8TRMCWU,19,32,Male,Asian,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:32.303000Z,2025-12-22T15:16:53.755000Z,2025-12-23T21:36:17.023000Z,2025-12-22T15:16:54.159301Z,202,C8TRMCWU,105,28,Female,White,Switzerland,Portugal,Portugal,Portuguese,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:32.630000Z,2025-12-22T15:17:17.219000Z,2025-12-23T21:36:17.279000Z,2025-12-22T15:17:17.623681Z,225,C8TRMCWU,3706,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:33.382000Z,2025-12-22T15:16:51.583000Z,2025-12-23T21:36:17.572000Z,2025-12-22T15:16:51.983398Z,199,C8TRMCWU,52,26,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:13:32.679000Z,2025-12-22T15:16:48.320000Z,2025-12-23T21:36:17.894000Z,2025-12-22T15:16:48.717191Z,196,C8TRMCWU,68,27,Female,White,Poland,United States,United States,Polish,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:35.683000Z,2025-12-22T15:14:44.763000Z,2025-12-23T21:36:18.229000Z,2025-12-22T15:14:45.170833Z,70,C8TRMCWU,957,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:33.632000Z,2025-12-22T15:16:08.637000Z,2025-12-23T21:36:18.566000Z,2025-12-22T15:16:09.048165Z,156,C8TRMCWU,89,34,Female,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:34.882000Z,2025-12-22T15:15:48.492000Z,2025-12-23T21:37:02.741000Z,2025-12-22T15:15:48.912919Z,134,C8TRMCWU,2097,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:40.031000Z,2025-12-22T15:16:17.889000Z,2025-12-23T21:36:18.859000Z,2025-12-22T15:16:18.326080Z,158,C8TRMCWU,151,63,Female,Other,Japan,United Kingdom,Japan,Japanese,No,Other
APPROVED,Not Applicable,2025-12-22T15:13:35.061000Z,2025-12-22T15:16:01.520000Z,2025-12-23T21:37:02.978000Z,2025-12-22T15:16:01.892548Z,147,C8TRMCWU,141,46,Male,Asian,Malaysia,Malaysia,Malaysia,Malay,Yes,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:32.029000Z,2025-12-22T15:16:42.497000Z,2025-12-23T21:37:03.226000Z,2025-12-22T15:16:42.907039Z,191,C8TRMCWU,139,35,Male,Mixed,Peru,Netherlands,Peru,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:38.143000Z,2025-12-22T15:16:34.942000Z,2025-12-23T21:37:03.475000Z,2025-12-22T15:16:35.412650Z,177,C8TRMCWU,3507,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:37.604000Z,2025-12-22T15:15:49.211000Z,2025-12-23T21:36:19.171000Z,2025-12-22T15:15:49.594859Z,132,C8TRMCWU,784,51,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:39.967000Z,2025-12-22T15:15:42.048000Z,2025-12-23T21:36:19.464000Z,2025-12-22T15:15:42.450655Z,123,C8TRMCWU,6233,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:46.253000Z,2025-12-22T15:17:53.957000Z,2025-12-23T21:36:19.762000Z,2025-12-22T15:17:54.350640Z,248,C8TRMCWU,15,41,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:45.284000Z,2025-12-22T15:15:00.282000Z,2025-12-23T21:36:20.049000Z,2025-12-22T15:15:00.717574Z,75,C8TRMCWU,2946,41,Female,Asian,India,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:19:05.356000Z,2025-12-22T15:23:01.464000Z,2025-12-23T21:36:20.316000Z,2025-12-22T15:23:01.862494Z,237,C8TRMCWU,256,33,Female,Asian,Vietnam,Vietnam,Vietnam,Vietnamese,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:13:50.973000Z,2025-12-22T15:16:46.578000Z,2025-12-23T21:36:20.602000Z,2025-12-22T15:16:47.015388Z,176,C8TRMCWU,77,42,Female,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:06.296000Z,2025-12-22T15:23:09.121000Z,2025-12-23T21:37:03.741000Z,2025-12-22T15:23:35.663300Z,543,C8TRMCWU,16,37,Male,White,Estonia,Estonia,Estonia,Estonian,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:50.545000Z,2025-12-22T15:23:53.369000Z,2025-12-23T21:36:20.889000Z,2025-12-22T15:23:53.782043Z,603,C8TRMCWU,4841,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:53.182000Z,2025-12-22T15:14:41.397000Z,2025-12-23T21:36:21.166000Z,2025-12-22T15:14:41.796131Z,49,C8TRMCWU,555,27,Female,Black,South Africa,South Africa,South Africa,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:13:51.991000Z,2025-12-22T15:15:58.152000Z,2025-12-23T21:36:21.431000Z,2025-12-22T15:15:58.546937Z,127,C8TRMCWU,58,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
APPROVED,Not Applicable,2025-12-22T15:13:51.784000Z,2025-12-22T15:15:09.216000Z,2025-12-23T21:36:21.701000Z,2025-12-22T15:15:09.597160Z,78,C8TRMCWU,1245,36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:00.238000Z,2025-12-22T15:14:55.750000Z,2025-12-23T21:36:21.964000Z,2025-12-22T15:14:56.161331Z,56,C8TRMCWU,734,23,Female,White,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:20:04.167000Z,2025-12-22T15:23:02.080000Z,2025-12-23T21:37:03.995000Z,2025-12-22T15:23:02.497788Z,178,C8TRMCWU,3004,26,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:02.544000Z,2025-12-22T15:20:56.817000Z,2025-12-23T21:36:22.261000Z,2025-12-22T15:20:57.252674Z,415,C8TRMCWU,463,60,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:14.981000Z,2025-12-22T15:15:57.184000Z,2025-12-23T21:36:22.549000Z,2025-12-22T15:15:57.578052Z,103,C8TRMCWU,805,50,Female,White,Italy,Canada,Italy,Italian,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:14:10.379000Z,2025-12-22T15:16:33.024000Z,2025-12-23T21:36:22.885000Z,2025-12-22T15:16:33.452469Z,143,C8TRMCWU,61,35,Female,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:06.987000Z,2025-12-22T15:18:37.060000Z,2025-12-23T21:36:23.181000Z,2025-12-22T15:18:37.460942Z,271,C8TRMCWU,1120,43,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:14:19.999000Z,2025-12-22T15:15:43.780000Z,2025-12-23T21:37:04.279000Z,2025-12-22T15:15:44.176222Z,84,C8TRMCWU,2733,33,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:23.762000Z,2025-12-22T15:15:34.575000Z,2025-12-23T21:36:23.471000Z,2025-12-22T15:15:34.964546Z,71,C8TRMCWU,2086,52,Female,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:36.446000Z,2025-12-22T15:18:34.999000Z,2025-12-23T21:36:23.756000Z,2025-12-22T15:18:35.433822Z,239,C8TRMCWU,3514,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:35.645000Z,2025-12-22T15:16:49.032000Z,2025-12-23T21:36:24.053000Z,2025-12-22T15:16:49.434050Z,134,C8TRMCWU,50,35,Female,Black,Nigeria,Canada,Nigeria,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:14:46.332000Z,2025-12-22T15:16:31.595000Z,2025-12-23T21:37:04.681000Z,2025-12-22T15:16:31.985115Z,106,C8TRMCWU,8206,35,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:14:50.938000Z,2025-12-22T15:17:26.226000Z,2025-12-23T21:37:04.948000Z,2025-12-22T15:17:26.647955Z,156,C8TRMCWU,1482,34,Male,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:15:22.864000Z,2025-12-22T15:17:17.190000Z,2025-12-23T21:36:24.326000Z,2025-12-22T15:17:17.609658Z,115,C8TRMCWU,6253,28,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2025-12-22T15:15:19.630000Z,2025-12-22T15:17:34.663000Z,2025-12-23T21:36:24.630000Z,2025-12-22T15:17:35.075935Z,136,C8TRMCWU,259,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:15:28.740000Z,2025-12-22T16:44:36.874000Z,2025-12-23T21:37:05.242000Z,2025-12-22T16:44:37.337796Z,5349,C8TRMCWU,1534,18,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:15:32.555000Z,2025-12-22T15:16:58.125000Z,2025-12-23T21:37:05.465000Z,2025-12-22T15:16:58.548895Z,86,C8TRMCWU,1789,30,Male,White,Turkey,Canada,Turkey,Turkish,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:40.661000Z,2025-12-22T15:28:44.622000Z,2025-12-23T21:37:05.704000Z,2025-12-22T15:28:45.019433Z,784,C8TRMCWU,1160,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:15:37.034000Z,2025-12-22T15:18:38.614000Z,2025-12-23T21:37:05.940000Z,2025-12-22T15:18:39.040166Z,182,C8TRMCWU,341,54,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:39.959000Z,2025-12-22T15:19:59.359000Z,2025-12-23T21:36:24.906000Z,2025-12-22T15:19:59.795091Z,260,C8TRMCWU,2089,52,Female,Mixed,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:41.214000Z,2025-12-22T15:16:56.683000Z,2025-12-23T21:37:06.174000Z,2025-12-22T15:16:57.075170Z,76,C8TRMCWU,2358,51,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:42.255000Z,2025-12-22T15:20:38.005000Z,2025-12-23T21:36:25.226000Z,2025-12-22T15:20:38.423303Z,296,C8TRMCWU,2568,59,Female,Other,Malta,United Kingdom,Malta,English,No,Other
APPROVED,Not Applicable,2025-12-22T15:15:41.124000Z,2025-12-22T15:18:34.805000Z,2025-12-23T21:37:06.417000Z,2025-12-22T15:18:35.194813Z,174,C8TRMCWU,822,28,Male,Asian,Hong Kong,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:47.528000Z,2025-12-22T15:19:11.048000Z,2025-12-23T21:36:25.491000Z,2025-12-22T15:19:11.466936Z,204,C8TRMCWU,2802,71,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2025-12-22T15:15:52.992000Z,2025-12-22T15:20:19.973000Z,2025-12-23T21:37:06.694000Z,2025-12-22T15:20:20.377731Z,267,C8TRMCWU,687,26,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:54.283000Z,2025-12-22T15:19:09.904000Z,2025-12-23T21:37:06.945000Z,2025-12-22T15:19:10.297082Z,196,C8TRMCWU,15,25,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:54.112000Z,2025-12-22T15:18:24.819000Z,2025-12-23T21:36:25.783000Z,2025-12-22T15:18:25.201426Z,151,C8TRMCWU,1372,22,Female,Mixed,Colombia,Canada,Canada,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:15:53.162000Z,2025-12-22T15:17:36.939000Z,2025-12-23T21:37:07.240000Z,2025-12-22T15:17:37.356204Z,104,C8TRMCWU,15,32,Male,Black,Nigeria,Netherlands,Nigeria,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:32.283000Z,2025-12-22T15:19:37.809000Z,2025-12-23T21:36:26.089000Z,2025-12-22T15:19:38.204698Z,186,C8TRMCWU,9491,39,Female,White,United States,United States,United States,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:15:55.191000Z,2025-12-22T15:17:39.793000Z,2025-12-23T21:36:26.375000Z,2025-12-22T15:17:40.190840Z,105,C8TRMCWU,1004,26,Female,Asian,China,United Kingdom,United Kingdom,Chinese,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:15:58.107000Z,2025-12-22T15:18:00.637000Z,2025-12-23T21:36:26.684000Z,2025-12-22T15:18:01.044619Z,123,C8TRMCWU,2744,34,Female,White,United States,United States,United States,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:15:56.753000Z,2025-12-22T15:19:50.780000Z,2025-12-23T21:36:26.962000Z,2025-12-22T15:19:51.209907Z,235,C8TRMCWU,109,26,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:00.636000Z,2025-12-22T15:18:16.653000Z,2025-12-23T21:36:27.262000Z,2025-12-22T15:18:17.043853Z,137,C8TRMCWU,162,44,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:07.648000Z,2025-12-22T15:22:08.655000Z,2025-12-23T21:36:27.542000Z,2025-12-22T15:22:09.073362Z,362,C8TRMCWU,860,55,Female,Black,Nigeria,United Kingdom,Nigeria,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:04.549000Z,2025-12-22T15:24:28.057000Z,2025-12-23T21:36:27.822000Z,2025-12-22T15:24:28.535472Z,504,C8TRMCWU,1779,64,Female,Mixed,India,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:10.101000Z,2025-12-22T15:18:48.621000Z,2025-12-23T21:37:07.523000Z,2025-12-22T15:18:49.014176Z,159,C8TRMCWU,4596,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:16:13.254000Z,2025-12-22T15:18:27.338000Z,2025-12-23T21:36:28.099000Z,2025-12-22T15:18:27.715256Z,135,C8TRMCWU,2202,41,Female,Black,United States,United States,United States,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:21.314000Z,2025-12-22T15:20:38.340000Z,2025-12-23T21:37:07.766000Z,2025-12-22T15:20:38.735336Z,258,C8TRMCWU,758,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:23.283000Z,2025-12-22T15:20:05.372000Z,2025-12-23T21:36:28.439000Z,2025-12-22T15:20:05.792283Z,223,C8TRMCWU,2451,54,Female,White,United States,United States,United States,English,No,Full-Time
