Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2025-12-22T15:16:31.087000Z,2025-12-22T15:31:37.015000Z,2025-12-23T21:36:28.711000Z,2025-12-22T15:31:37.442815Z,906,C8TRMCWU,4246,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:28.272000Z,2025-12-22T15:17:25.989000Z,2025-12-23T21:36:29.030000Z,2025-12-22T15:17:26.382149Z,58,C8TRMCWU,2823,24,Female,Mixed,United States,United States,United States,English,No,Due to start a new job within the next month
APPROVED,Not Applicable,2025-12-22T15:16:32.030000Z,2025-12-22T15:18:56.461000Z,2025-12-23T21:37:08.022000Z,2025-12-22T15:18:56.900712Z,145,C8TRMCWU,756,53,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:29.218000Z,2025-12-22T15:19:50.843000Z,2025-12-23T21:37:08.308000Z,2025-12-22T15:19:51.296835Z,202,C8TRMCWU,342,32,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:16:48.857000Z,2025-12-22T15:19:13.188000Z,2025-12-23T21:37:08.558000Z,2025-12-22T15:19:13.590042Z,145,C8TRMCWU,3418,33,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:16:36.929000Z,2025-12-22T15:19:18.472000Z,2025-12-23T21:36:29.299000Z,2025-12-22T15:19:18.874056Z,162,C8TRMCWU,2213,47,Female,White,Spain,Spain,Spain,Spanish,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:17:16.095000Z,2025-12-22T15:19:48.909000Z,2025-12-23T21:36:29.599000Z,2025-12-22T15:19:49.322864Z,153,C8TRMCWU,2021,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:17:33.505000Z,2025-12-22T15:19:44.983000Z,2025-12-23T21:37:08.922000Z,2025-12-22T15:19:45.389357Z,132,C8TRMCWU,12346,40,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:17:25.246000Z,2025-12-22T15:19:30.866000Z,2025-12-23T21:37:09.183000Z,2025-12-22T15:19:31.268030Z,126,C8TRMCWU,158,21,Male,White,Italy,Italy,Italy,Italian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2025-12-22T15:17:30.934000Z,2025-12-22T15:19:33.655000Z,2025-12-23T21:37:09.446000Z,2025-12-22T15:19:34.343468Z,123,C8TRMCWU,4695,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:17:41.529000Z,2025-12-22T15:20:15.241000Z,2025-12-23T21:37:09.696000Z,2025-12-22T15:20:15.621339Z,154,C8TRMCWU,865,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:17:42.756000Z,2025-12-22T15:34:34.570000Z,2025-12-23T21:36:29.906000Z,2025-12-22T15:34:34.967652Z,1012,C8TRMCWU,3226,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:17:43.095000Z,2025-12-22T15:19:12.928000Z,2025-12-23T21:36:30.183000Z,2025-12-22T15:19:13.339027Z,90,C8TRMCWU,12230,32,Female,Asian,Korea,United States,United States,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:17:51.642000Z,2025-12-22T15:18:33.080000Z,2025-12-23T21:37:09.953000Z,2025-12-22T15:18:33.488571Z,42,C8TRMCWU,5592,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:17:55.121000Z,2025-12-22T15:23:48.956000Z,2025-12-23T21:36:30.476000Z,2025-12-22T15:23:49.360289Z,354,C8TRMCWU,887,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:17:58.340000Z,2025-12-22T15:20:16.363000Z,2025-12-23T21:37:10.223000Z,2025-12-22T15:20:16.776544Z,139,C8TRMCWU,87,18,Male,Asian,Vietnam,Vietnam,Vietnam,Vietnamese,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:17:58.372000Z,2025-12-22T15:19:20.415000Z,2025-12-23T21:37:10.496000Z,2025-12-22T15:19:20.804541Z,83,C8TRMCWU,1285,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:17:59.265000Z,2025-12-22T15:19:44.888000Z,2025-12-23T21:36:30.755000Z,2025-12-22T15:19:45.278755Z,106,C8TRMCWU,421,26,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:18:06.995000Z,2025-12-22T15:19:49.348000Z,2025-12-23T21:37:10.801000Z,2025-12-22T15:19:49.749734Z,103,C8TRMCWU,1578,57,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:18:15.839000Z,2025-12-22T15:21:42.762000Z,2025-12-23T21:37:11.069000Z,2025-12-22T15:21:43.167731Z,207,C8TRMCWU,1709,55,Male,Black,United States,United States,United States,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:18:58.063000Z,2025-12-22T15:39:21.138000Z,2025-12-23T21:36:31.040000Z,2025-12-22T15:39:21.552702Z,1224,C8TRMCWU,2958,42,Female,White,Ireland,United Kingdom,Ireland,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:18:32.349000Z,2025-12-22T15:23:09.159000Z,2025-12-23T21:36:31.332000Z,2025-12-22T15:23:09.541791Z,277,C8TRMCWU,5113,58,Female,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:18:51.061000Z,2025-12-22T15:23:05.403000Z,2025-12-23T21:37:11.337000Z,2025-12-22T15:23:06.519132Z,255,C8TRMCWU,290,24,Male,White,Spain,Spain,Portugal,Spanish,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:19:00.278000Z,2025-12-22T15:21:29.686000Z,2025-12-23T21:36:31.635000Z,2025-12-22T15:21:30.125407Z,150,C8TRMCWU,146,24,Female,White,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:19:12.715000Z,2025-12-22T15:20:54.474000Z,2025-12-23T21:37:11.640000Z,2025-12-22T15:20:54.900936Z,102,C8TRMCWU,1394,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:19:35.362000Z,2025-12-22T15:21:52.733000Z,2025-12-23T21:37:11.890000Z,2025-12-22T15:21:53.158591Z,138,C8TRMCWU,1384,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:19:40.499000Z,2025-12-22T15:22:54.862000Z,2025-12-23T21:37:12.147000Z,2025-12-22T15:22:55.265756Z,195,C8TRMCWU,2591,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2025-12-22T15:19:40.180000Z,2025-12-22T15:21:13.895000Z,2025-12-23T21:37:12.384000Z,2025-12-22T15:21:14.268221Z,94,C8TRMCWU,2923,44,Male,White,France,United Kingdom,France,French,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:19:51.918000Z,2025-12-22T15:20:44.547000Z,2025-12-23T21:37:12.634000Z,2025-12-22T15:20:44.946886Z,53,C8TRMCWU,4168,39,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:19:57.621000Z,2025-12-22T15:22:55.521000Z,2025-12-23T21:37:12.866000Z,2025-12-22T15:22:55.927694Z,178,C8TRMCWU,670,74,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2025-12-22T15:19:59.896000Z,2025-12-22T15:23:19.178000Z,2025-12-23T21:37:13.156000Z,2025-12-22T16:35:53.716164Z,200,C8TRMCWU,2065,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:20:18.404000Z,2025-12-22T15:24:22.072000Z,2025-12-23T21:36:31.930000Z,2025-12-22T15:24:22.487391Z,244,C8TRMCWU,584,26,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Part-Time
APPROVED,Not Applicable,2025-12-22T15:20:28.573000Z,2025-12-22T15:24:57.972000Z,2025-12-23T21:37:13.515000Z,2025-12-22T15:24:58.387617Z,270,C8TRMCWU,757,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:20:35.677000Z,2025-12-22T15:21:42.458000Z,2025-12-23T21:36:32.222000Z,2025-12-22T15:21:42.860671Z,67,C8TRMCWU,66,31,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:20:48.324000Z,2025-12-22T15:22:00.980000Z,2025-12-23T21:37:13.767000Z,2025-12-22T15:22:01.383143Z,73,C8TRMCWU,14664,41,Male,Black,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:20:49.568000Z,2025-12-22T15:21:54.469000Z,2025-12-23T21:37:14.029000Z,2025-12-22T15:21:54.888799Z,65,C8TRMCWU,1193,23,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:21:18.159000Z,2025-12-22T15:27:04.295000Z,2025-12-23T21:37:14.314000Z,2025-12-22T15:27:04.715694Z,347,C8TRMCWU,394,46,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:21:22.783000Z,2025-12-22T15:32:24.254000Z,2025-12-23T21:37:14.705000Z,2025-12-22T15:32:24.675031Z,662,C8TRMCWU,770,26,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:22:03.357000Z,2025-12-22T15:23:49.767000Z,2025-12-23T21:37:15.030000Z,2025-12-22T15:48:10.457926Z,107,C8TRMCWU,2743,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:21:52.971000Z,2025-12-22T15:24:20.918000Z,2025-12-23T21:37:15.321000Z,2025-12-22T15:24:21.326957Z,148,C8TRMCWU,6547,60,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:21:56.149000Z,2025-12-22T15:24:10.951000Z,2025-12-23T21:37:15.553000Z,2025-12-22T15:24:11.345022Z,135,C8TRMCWU,3510,45,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:21:59.675000Z,2025-12-22T15:23:57.823000Z,2025-12-23T21:37:15.808000Z,2025-12-22T15:23:58.204253Z,119,C8TRMCWU,7574,49,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:22:01.104000Z,2025-12-22T15:24:12.481000Z,2025-12-23T21:37:16.042000Z,2025-12-22T15:24:12.882458Z,132,C8TRMCWU,1190,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
APPROVED,Not Applicable,2025-12-22T15:22:21.598000Z,2025-12-22T15:23:35.462000Z,2025-12-23T21:36:32.545000Z,2025-12-22T15:23:35.867130Z,74,C8TRMCWU,10994,40,Female,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:22:50.076000Z,2025-12-22T15:24:07.068000Z,2025-12-23T21:36:32.813000Z,2025-12-22T15:24:07.507480Z,77,C8TRMCWU,4342,31,Female,White,Russian Federation,United Kingdom,Russian Federation,Russian,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:23:36.112000Z,2025-12-22T15:25:07.332000Z,2025-12-23T21:37:16.276000Z,2025-12-22T15:25:07.800698Z,92,C8TRMCWU,1285,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:23:39.859000Z,2025-12-22T15:25:55.154000Z,2025-12-23T21:37:16.513000Z,2025-12-22T15:25:55.566580Z,136,C8TRMCWU,4458,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:23:53.141000Z,2025-12-22T15:26:26.809000Z,2025-12-23T21:36:33.099000Z,2025-12-22T15:26:27.220067Z,154,C8TRMCWU,1676,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:24:07.286000Z,2025-12-22T15:28:04.518000Z,2025-12-23T21:36:33.385000Z,2025-12-22T15:28:04.918047Z,238,C8TRMCWU,416,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2025-12-22T15:25:01.401000Z,2025-12-22T15:28:36.375000Z,2025-12-23T21:36:33.648000Z,2025-12-22T15:28:36.815282Z,215,C8TRMCWU,3142,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:24:47.894000Z,2025-12-22T15:30:35.223000Z,2025-12-23T21:37:16.788000Z,2025-12-22T15:30:35.656709Z,348,C8TRMCWU,1579,32,Male,Other,Ecuador,United States,United States,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:24:54.625000Z,2025-12-22T15:27:28.239000Z,2025-12-23T21:36:34.013000Z,2025-12-22T15:27:28.666304Z,154,C8TRMCWU,2356,63,Female,White,Serbia,United States,United States,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:26:03.495000Z,2025-12-22T15:27:27.717000Z,2025-12-23T21:37:17.034000Z,2025-12-22T15:27:28.127649Z,85,C8TRMCWU,1502,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:26:00.535000Z,2025-12-22T15:29:10.315000Z,2025-12-23T21:37:17.297000Z,2025-12-22T15:29:10.724883Z,190,C8TRMCWU,7419,32,Male,Black,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:26:28.682000Z,2025-12-22T15:28:16.579000Z,2025-12-23T21:36:34.308000Z,2025-12-22T15:28:16.987463Z,108,C8TRMCWU,937,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:26:25.401000Z,2025-12-22T15:32:24.515000Z,2025-12-23T21:36:34.583000Z,2025-12-22T15:54:51.426074Z,360,C8TRMCWU,551,38,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:26:44.332000Z,2025-12-22T15:29:47.892000Z,2025-12-23T21:36:35.763000Z,2025-12-22T15:29:48.281194Z,184,C8TRMCWU,2192,62,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:27:28.527000Z,2025-12-22T15:29:53.028000Z,2025-12-23T21:37:17.542000Z,2025-12-22T15:29:53.426186Z,145,C8TRMCWU,6643,50,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:28:36.558000Z,2025-12-22T15:30:24.417000Z,2025-12-23T21:36:36.168000Z,2025-12-22T15:30:24.829344Z,108,C8TRMCWU,1493,41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:29:55.993000Z,2025-12-22T15:30:57.724000Z,2025-12-23T21:37:17.809000Z,2025-12-22T15:30:58.144356Z,62,C8TRMCWU,3644,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:30:18.727000Z,2025-12-22T15:32:06.905000Z,2025-12-23T21:37:18.075000Z,2025-12-22T15:32:07.321677Z,109,C8TRMCWU,7846,40,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:31:49.277000Z,2025-12-22T15:33:40.674000Z,2025-12-23T21:36:36.430000Z,2025-12-22T15:33:41.080535Z,112,C8TRMCWU,484,27,Female,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:31:29.126000Z,2025-12-22T15:33:53.693000Z,2025-12-23T21:36:36.762000Z,2025-12-22T15:33:54.108027Z,145,C8TRMCWU,214,31,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2025-12-22T15:32:17.835000Z,2025-12-22T15:32:58.738000Z,2025-12-23T21:37:18.313000Z,2025-12-22T15:32:59.150688Z,41,C8TRMCWU,400,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:31:52.687000Z,2025-12-22T15:36:57.569000Z,2025-12-23T21:37:18.624000Z,2025-12-22T15:36:58.034506Z,305,C8TRMCWU,242,46,Male,Asian,India,India,India,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:32:12.669000Z,2025-12-22T15:33:48.551000Z,2025-12-23T21:36:37.060000Z,2025-12-22T15:33:48.954963Z,96,C8TRMCWU,1590,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:32:42.836000Z,2025-12-22T15:34:06.226000Z,2025-12-23T21:37:18.896000Z,2025-12-22T15:34:06.639028Z,84,C8TRMCWU,219,27,Male,Mixed,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-22T15:33:48.987000Z,2025-12-22T15:36:04.946000Z,2025-12-23T21:36:37.356000Z,2025-12-22T15:36:05.334044Z,136,C8TRMCWU,5526,40,Female,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:34:08.120000Z,2025-12-22T15:36:22.566000Z,2025-12-23T21:36:37.664000Z,2025-12-22T15:36:22.979837Z,135,C8TRMCWU,4530,59,Female,Black,Jamaica,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:34:30.018000Z,2025-12-22T15:39:00.837000Z,2025-12-23T21:36:37.931000Z,2025-12-22T15:39:01.468943Z,271,C8TRMCWU,1317,22,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:35:44.254000Z,2025-12-22T15:37:56.286000Z,2025-12-23T21:37:19.160000Z,2025-12-22T15:37:56.705339Z,133,C8TRMCWU,1844,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:36:16.765000Z,2025-12-22T15:42:27.518000Z,2025-12-23T21:36:38.194000Z,2025-12-22T15:42:27.966464Z,371,C8TRMCWU,4264,43,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:36:43.707000Z,2025-12-22T15:41:01.249000Z,2025-12-23T21:36:38.451000Z,2025-12-22T15:41:01.636607Z,258,C8TRMCWU,392,26,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:37:22.589000Z,2025-12-22T15:39:45.254000Z,2025-12-23T21:36:38.753000Z,2025-12-22T15:39:56.532352Z,143,C8TRMCWU,255,46,Female,White,Russian Federation,Italy,Russian Federation,Russian,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:37:48.478000Z,2025-12-22T15:41:32.884000Z,2025-12-23T21:37:19.418000Z,2025-12-22T15:41:33.293491Z,225,C8TRMCWU,1249,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2025-12-22T15:39:44.048000Z,2025-12-22T15:50:00.687000Z,2025-12-23T21:37:19.660000Z,2025-12-22T15:50:01.144341Z,617,C8TRMCWU,3126,47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:38:20.857000Z,2025-12-22T15:41:24.108000Z,2025-12-23T21:37:19.917000Z,2025-12-22T15:41:24.517009Z,184,C8TRMCWU,2506,45,Male,Asian,India,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:39:59.760000Z,2025-12-22T15:43:00.601000Z,2025-12-23T21:37:20.182000Z,2025-12-22T15:43:01.029808Z,181,C8TRMCWU,12204,34,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:42:10.181000Z,2025-12-22T15:44:41.147000Z,2025-12-23T21:37:20.441000Z,2025-12-22T15:44:41.544757Z,151,C8TRMCWU,1605,49,Male,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:42:15.678000Z,2025-12-22T15:44:30.795000Z,2025-12-23T21:36:39.017000Z,2025-12-22T15:44:31.193408Z,136,C8TRMCWU,6009,70,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2025-12-22T15:46:00.246000Z,2025-12-22T15:48:03.726000Z,2025-12-23T21:37:20.721000Z,2025-12-22T15:48:04.140869Z,124,C8TRMCWU,1849,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2025-12-22T15:46:16.046000Z,2025-12-22T15:49:31.769000Z,2025-12-23T21:37:20.966000Z,2025-12-22T15:49:32.158850Z,196,C8TRMCWU,533,38,Male,White,Brazil,Brazil,Brazil,Portuguese,No,Part-Time
APPROVED,Not Applicable,2025-12-22T15:48:00.037000Z,2025-12-22T15:50:12.078000Z,2025-12-23T21:37:21.203000Z,2025-12-22T15:50:13.318051Z,133,C8TRMCWU,777,32,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Full-Time
APPROVED,Not Applicable,2025-12-22T15:48:02.527000Z,2025-12-22T15:49:37.510000Z,2025-12-23T21:37:21.424000Z,2025-12-22T15:49:37.936047Z,95,C8TRMCWU,2576,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2025-12-22T15:57:59.140000Z,2025-12-22T15:59:42.318000Z,2025-12-23T21:37:21.657000Z,2025-12-22T15:59:42.749401Z,104,C8TRMCWU,2585,22,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
APPROVED,Not Applicable,2025-12-22T16:03:49.354000Z,2025-12-22T16:07:04.993000Z,2025-12-23T21:37:22.689000Z,2025-12-22T16:07:05.464109Z,196,C8TRMCWU,1846,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2025-12-23T21:20:35.473000Z,2025-12-23T21:21:12.671000Z,2025-12-23T21:36:39.291000Z,2025-12-23T21:21:13.315199Z,38,C8TRMCWU,385,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
