Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2024-09-06T13:33:43.900000Z,2024-09-06T13:39:40.396000Z,2024-09-08T00:08:15.809000Z,2024-09-06T13:39:41.879396Z,357,C6KP7ESZ,35,English,33,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:33:52.761000Z,2024-09-06T13:42:07.024000Z,2024-09-08T00:08:16.176000Z,2024-09-06T13:42:08.063202Z,495,C6KP7ESZ,48,"English, Other",28,Female,Black,Zimbabwe,South Africa,Zimbabwe,Other,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:33:44.196000Z,2024-09-06T13:39:34.803000Z,2024-09-08T00:08:16.547000Z,2024-09-06T13:39:35.489683Z,351,C6KP7ESZ,248,English,32,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:33:43.810000Z,2024-09-06T13:37:11.183000Z,2024-09-08T00:08:16.911000Z,2024-09-06T13:37:57.086711Z,208,C6KP7ESZ,406,English,39,Female,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:33:48.635000Z,2024-09-06T13:42:32.985000Z,2024-09-08T00:06:19.296000Z,2024-09-06T13:42:38.668770Z,525,C6KP7ESZ,4,"English, Swahili, Other",21,Male,Black,Kenya,Kenya,Kenya,English,Yes,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:45.304000Z,2024-09-06T13:35:50.168000Z,2024-09-08T00:08:17.233000Z,2024-09-06T13:37:28.680758Z,65,C6KP7ESZ,329,English,34,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-09-06T13:33:56.336000Z,2024-09-06T13:34:53.208000Z,2024-09-08T00:08:17.536000Z,2024-09-06T13:37:02.681932Z,57,C6KP7ESZ,114,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-09-06T13:33:44.373000Z,2024-09-06T13:38:06.592000Z,2024-09-08T00:08:17.923000Z,2024-09-06T13:38:07.243155Z,263,C6KP7ESZ,246,English,29,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Part-Time
APPROVED,Not Applicable,2024-09-06T13:42:15.210000Z,2024-09-06T13:46:32.422000Z,2024-09-08T00:06:19.580000Z,2024-09-06T13:47:46.480951Z,258,C6KP7ESZ,7,English,23,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:33:49.970000Z,2024-09-06T13:36:27.810000Z,2024-09-08T00:08:18.511000Z,2024-09-06T13:37:42.148626Z,158,C6KP7ESZ,253,English,29,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-09-06T13:33:54.810000Z,2024-09-06T13:36:53.750000Z,2024-09-08T00:08:19.066000Z,2024-09-06T13:37:49.858591Z,179,C6KP7ESZ,129,English,29,Female,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:18.259000Z,2024-09-06T13:37:55.311000Z,2024-09-08T00:08:19.469000Z,2024-09-06T13:38:01.848755Z,218,C6KP7ESZ,483,English,26,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2024-09-06T13:34:03.317000Z,2024-09-06T13:38:56.451000Z,2024-09-08T00:08:19.849000Z,2024-09-06T13:38:57.193043Z,294,C6KP7ESZ,188,"English, French",33,Female,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:33:57.613000Z,2024-09-06T13:37:00.797000Z,2024-09-08T00:06:19.885000Z,2024-09-06T13:37:53.817116Z,184,C6KP7ESZ,1045,"English, French",30,Male,Black,Nigeria,France,Nigeria,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-09-06T13:34:07.223000Z,2024-09-06T13:48:12.253000Z,2024-09-08T00:06:20.214000Z,2024-09-06T13:48:14.175637Z,846,C6KP7ESZ,1,English,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-09-06T13:33:58.970000Z,2024-09-06T13:37:21.322000Z,2024-09-08T00:08:20.250000Z,2024-09-06T13:37:57.901446Z,203,C6KP7ESZ,604,English,44,Female,White,United States,United States,United States,English,Yes,Full-Time
APPROVED,Not Applicable,2024-09-06T13:33:59.346000Z,2024-09-06T13:37:28.189000Z,2024-09-08T00:08:21.185000Z,2024-09-06T13:37:58.591005Z,209,C6KP7ESZ,93,"English, Turkish",24,Female,White,Turkey,Netherlands,Turkey,Turkish,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:04.608000Z,2024-09-06T13:37:38.517000Z,2024-09-08T00:08:21.596000Z,2024-09-06T13:37:59.474711Z,214,C6KP7ESZ,72,English,28,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-09-06T13:35:07.038000Z,2024-09-06T13:37:35.269000Z,2024-09-08T00:08:22.023000Z,2024-09-06T13:37:59.228904Z,149,C6KP7ESZ,385,English,31,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:04.235000Z,2024-09-06T13:42:40.042000Z,2024-09-08T00:06:20.498000Z,2024-09-06T13:42:44.163477Z,516,C6KP7ESZ,17,"Polish, English",34,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:14.590000Z,2024-09-06T13:42:50.706000Z,2024-09-08T00:06:20.767000Z,2024-09-06T13:42:52.825147Z,517,C6KP7ESZ,0,"English, German",22,Male,White,Germany,Germany,Germany,German,Yes,Part-Time
APPROVED,Not Applicable,2024-09-06T13:34:02.059000Z,2024-09-06T13:42:45.871000Z,2024-09-08T00:06:21.022000Z,2024-09-06T13:42:49.266129Z,524,C6KP7ESZ,4,English,24,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Other
APPROVED,Not Applicable,2024-09-06T13:34:12.582000Z,2024-09-06T13:44:30.479000Z,2024-09-08T00:06:21.279000Z,2024-09-06T13:47:01.403247Z,618,C6KP7ESZ,135,English,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-09-06T13:34:21.630000Z,2024-09-06T13:42:40.537000Z,2024-09-08T00:08:22.574000Z,2024-09-06T13:43:12.314838Z,499,C6KP7ESZ,4,"Other, English",24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-09-06T13:34:11.591000Z,2024-09-06T13:44:44.624000Z,2024-09-08T00:06:21.560000Z,2024-09-06T13:47:06.011661Z,634,C6KP7ESZ,98,English,28,Male,Black,South Africa,South Africa,South Africa,Other,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:19.640000Z,2024-09-06T13:38:36.039000Z,2024-09-08T00:08:23.027000Z,2024-09-06T13:38:37.308866Z,257,C6KP7ESZ,67,English,26,Female,White,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:10.508000Z,2024-09-06T13:37:36.007000Z,2024-09-08T00:08:23.406000Z,2024-09-06T13:37:59.174984Z,206,C6KP7ESZ,650,"German, Hungarian, English",35,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:08.142000Z,2024-09-06T13:44:04.996000Z,2024-09-08T00:06:21.843000Z,2024-09-06T13:44:11.979345Z,597,C6KP7ESZ,13,English,30,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:15.303000Z,2024-09-06T13:37:25.839000Z,2024-09-08T00:06:22.120000Z,2024-09-06T13:37:58.215892Z,191,C6KP7ESZ,103,"French, English",37,Male,Black,Congo the Democratic Republic of the,South Africa,Congo the Democratic Republic of the,French,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:22.020000Z,2024-09-06T13:43:16.553000Z,2024-09-08T00:06:22.394000Z,2024-09-06T13:43:18.132890Z,535,C6KP7ESZ,0,"English, Other",21,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:10.226000Z,2024-09-06T13:40:58.326000Z,2024-09-08T00:08:23.785000Z,2024-09-06T13:40:59.013212Z,409,C6KP7ESZ,262,English,30,Female,White,Portugal,Portugal,Portugal,Portuguese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-09-06T13:34:21.881000Z,2024-09-06T13:37:12.554000Z,2024-09-08T00:08:24.207000Z,2024-09-06T13:37:57.591348Z,171,C6KP7ESZ,64,English,40,Female,White,United Kingdom,Spain,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:18.577000Z,2024-09-06T13:39:12.292000Z,2024-09-08T00:06:22.683000Z,2024-09-06T13:39:12.784522Z,294,C6KP7ESZ,58,English,19,Male,Asian,Canada,Canada,Pakistan,English,No,Part-Time
APPROVED,Not Applicable,2024-09-06T13:34:20.481000Z,2024-09-06T13:36:06.551000Z,2024-09-08T00:06:23.386000Z,2024-09-06T13:37:32.847641Z,107,C6KP7ESZ,264,"English, German",33,Male,White,Turkey,Germany,Turkey,Turkish,Yes,Part-Time
APPROVED,Not Applicable,2024-09-06T13:34:15.368000Z,2024-09-06T13:37:25.213000Z,2024-09-08T00:08:24.673000Z,2024-09-06T13:37:58.277596Z,190,C6KP7ESZ,618,"Dutch, English",29,Female,White,Netherlands,Netherlands,Netherlands,Dutch,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-09-06T13:34:41.749000Z,2024-09-06T13:37:14.597000Z,2024-09-08T00:08:25.065000Z,2024-09-06T13:37:57.241877Z,153,C6KP7ESZ,90,English,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-09-06T13:34:17.222000Z,2024-09-06T13:40:50.972000Z,2024-09-08T00:08:25.549000Z,2024-09-07T20:53:32.691811Z,394,C6KP7ESZ,292,English,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:32.703000Z,2024-09-06T13:40:28.373000Z,2024-09-08T00:08:26.051000Z,2024-09-06T13:40:29.265102Z,356,C6KP7ESZ,6,English,49,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:58.398000Z,2024-09-06T13:37:45.243000Z,2024-09-08T00:08:26.376000Z,2024-09-06T13:38:00.387710Z,107,C6KP7ESZ,136,English,32,Female,White,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:46.760000Z,2024-09-06T13:43:40.629000Z,2024-09-08T00:08:26.729000Z,2024-09-06T13:43:42.172849Z,534,C6KP7ESZ,312,English,41,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:34:32.830000Z,2024-09-06T13:39:58.076000Z,2024-09-08T00:08:27.074000Z,2024-09-06T13:39:58.881092Z,326,C6KP7ESZ,122,English,28,Female,White,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:13.373000Z,2024-09-06T13:38:30.527000Z,2024-09-08T00:08:27.400000Z,2024-09-06T13:38:31.334870Z,198,C6KP7ESZ,438,English,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:09.512000Z,2024-09-06T13:41:56.642000Z,2024-09-08T00:08:27.782000Z,2024-09-06T13:41:57.562623Z,408,C6KP7ESZ,113,"English, French, Korean",24,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:18.371000Z,2024-09-06T13:40:23.037000Z,2024-09-08T00:06:23.656000Z,2024-09-06T13:40:23.917261Z,305,C6KP7ESZ,92,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:37.965000Z,2024-09-06T13:39:06.904000Z,2024-09-08T00:06:24.250000Z,2024-09-06T13:39:07.677520Z,209,C6KP7ESZ,1,English,25,Male,Black,South Africa,South Africa,South Africa,English,No,Other
APPROVED,Not Applicable,2024-09-06T13:35:22.589000Z,2024-09-06T13:42:10.927000Z,2024-09-08T00:08:28.196000Z,2024-09-06T13:42:11.693511Z,409,C6KP7ESZ,478,English,42,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:31.691000Z,2024-09-06T13:43:44.439000Z,2024-09-08T00:08:28.544000Z,2024-09-06T13:43:45.426126Z,493,C6KP7ESZ,11,English,26,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:47.510000Z,2024-09-06T13:40:10.330000Z,2024-09-08T00:08:28.924000Z,2024-09-06T13:40:11.375533Z,263,C6KP7ESZ,2,"Afrikaans, English",22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2024-09-06T13:35:33.733000Z,2024-09-06T13:41:13.726000Z,2024-09-08T00:08:29.329000Z,2024-09-06T13:41:14.531868Z,340,C6KP7ESZ,178,English,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:48.206000Z,2024-09-06T13:38:20.792000Z,2024-09-08T00:06:24.508000Z,2024-09-06T13:38:21.574909Z,153,C6KP7ESZ,7,English,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:42.034000Z,2024-09-06T13:46:25.807000Z,2024-09-08T00:08:29.711000Z,2024-09-06T13:47:40.031095Z,644,C6KP7ESZ,328,English,37,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,DATA_EXPIRED,Part-Time
APPROVED,Not Applicable,2024-09-06T13:35:41.885000Z,2024-09-06T13:40:18.590000Z,2024-09-08T00:06:24.771000Z,2024-09-06T13:40:19.298841Z,277,C6KP7ESZ,17,"Swedish, English",25,Male,White,Bosnia and Herzegovina,Sweden,Sweden,Swedish,No,Full-Time
APPROVED,Not Applicable,2024-09-06T13:35:39.477000Z,2024-09-06T13:38:00.345000Z,2024-09-08T00:06:25.060000Z,2024-09-06T13:38:02.447371Z,141,C6KP7ESZ,10,English,20,Male,Other,United States,United States,United States,English,Yes,Part-Time
APPROVED,Not Applicable,2024-09-06T13:35:51.465000Z,2024-09-06T13:42:51.301000Z,2024-09-08T00:08:30.042000Z,2024-09-06T13:42:52.327964Z,420,C6KP7ESZ,18,English,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
