Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2024-10-11T14:42:48.706000Z,2024-10-11T14:45:58.392000Z,2024-10-26T15:27:49.195000Z,2024-10-11T14:46:41.080849Z,190,C12H3JNE,1482,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-10-11T14:42:39.525000Z,2024-10-11T14:47:58.408000Z,2024-10-26T15:27:49.585000Z,2024-10-11T14:47:59.582902Z,319,C12H3JNE,387,"English, Other",42,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2024-10-11T14:42:59.216000Z,2024-10-11T14:46:48.268000Z,2024-10-26T15:27:49.935000Z,2024-10-11T14:46:54.819124Z,230,C12H3JNE,31,English,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2024-10-11T14:42:48.176000Z,2024-10-11T14:43:28.215000Z,2024-10-26T15:27:50.293000Z,2024-10-11T14:43:41.607917Z,41,C12H3JNE,10,English,22,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-10-11T14:43:39.262000Z,2024-10-11T14:45:59.175000Z,2024-10-26T15:26:34.023000Z,2024-10-11T14:46:40.908991Z,140,C12H3JNE,1326,English,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-10-11T14:42:52.110000Z,2024-10-11T14:44:46.043000Z,2024-10-26T15:27:50.637000Z,2024-10-11T14:46:16.488353Z,114,C12H3JNE,193,"Portuguese, English",25,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:42:57.495000Z,2024-10-11T14:45:13.160000Z,2024-10-26T15:27:50.982000Z,2024-10-11T14:46:28.001483Z,136,C12H3JNE,554,English,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-10-11T14:43:11.543000Z,2024-10-11T14:45:50.312000Z,2024-10-26T15:26:34.262000Z,2024-10-11T14:46:38.089128Z,159,C12H3JNE,772,English,45,Male,White,Ireland,Ireland,Ireland,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-10-11T14:43:18.539000Z,2024-10-11T14:44:39.137000Z,2024-10-26T15:27:51.322000Z,2024-10-11T14:46:13.947832Z,81,C12H3JNE,13,"English, French, Italian, Korean",24,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Due to start a new job within the next month
APPROVED,Not Applicable,2024-10-11T14:43:31.552000Z,2024-10-11T14:49:54.338000Z,2024-10-26T15:27:51.717000Z,2024-10-11T14:49:55.113681Z,383,C12H3JNE,83,"Dutch, English, French, German, Italian",34,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,Yes,Full-Time
APPROVED,Not Applicable,2024-10-11T14:43:24.640000Z,2024-10-11T14:46:10.851000Z,2024-10-26T15:27:52.058000Z,2024-10-11T14:46:44.048052Z,167,C12H3JNE,70,English,39,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
APPROVED,Not Applicable,2024-10-11T14:43:32.947000Z,2024-10-11T14:47:00.537000Z,2024-10-26T15:26:34.525000Z,2024-10-11T14:47:01.273669Z,208,C12H3JNE,56,"Italian, English",35,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:43:24.479000Z,2024-10-11T14:45:20.963000Z,2024-10-26T15:27:52.402000Z,2024-10-11T14:46:31.761136Z,117,C12H3JNE,3,English,22,Female,White,Canada,Canada,Canada,English,Yes,Due to start a new job within the next month
APPROVED,Not Applicable,2024-10-11T14:43:33.826000Z,2024-10-11T14:47:02.065000Z,2024-10-26T15:27:52.727000Z,2024-10-11T14:47:04.071476Z,209,C12H3JNE,81,English,32,Female,Black,Kenya,Kenya,Kenya,English,No,Part-Time
APPROVED,Not Applicable,2024-10-11T14:43:32.039000Z,2024-10-11T14:45:18.879000Z,2024-10-26T15:26:34.871000Z,2024-10-11T14:46:30.202177Z,107,C12H3JNE,63,"English, Polish",23,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-10-11T14:43:28.554000Z,2024-10-11T14:45:16.611000Z,2024-10-26T15:27:53.137000Z,2024-10-11T14:46:28.950649Z,109,C12H3JNE,274,English,40,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-10-11T14:43:31.272000Z,2024-10-11T14:46:05.029000Z,2024-10-26T15:27:53.461000Z,2024-10-11T14:46:41.769011Z,154,C12H3JNE,72,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:43:32.310000Z,2024-10-11T14:48:50.190000Z,2024-10-26T15:27:53.832000Z,2024-10-11T14:48:50.969551Z,318,C12H3JNE,137,"English, Other",28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-10-11T14:43:47.828000Z,2024-10-11T14:44:24.260000Z,2024-10-26T15:27:54.219000Z,2024-10-11T14:45:49.622208Z,37,C12H3JNE,74,"Polish, English",18,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
APPROVED,Not Applicable,2024-10-11T14:43:45.456000Z,2024-10-11T14:47:12.876000Z,2024-10-26T15:27:54.616000Z,2024-10-11T14:47:14.074727Z,208,C12H3JNE,17,English,22,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:43:41.872000Z,2024-10-11T14:45:57.131000Z,2024-10-26T15:27:54.982000Z,2024-10-11T14:46:39.960613Z,136,C12H3JNE,2,English,28,Female,Black,Congo the Democratic Republic of the,Canada,Congo the Democratic Republic of the,French,No,DATA_EXPIRED
APPROVED,Not Applicable,2024-10-11T14:44:48.447000Z,2024-10-11T14:46:16.703000Z,2024-10-26T15:27:55.329000Z,2024-10-11T14:46:44.999861Z,89,C12H3JNE,15,English,22,Female,Asian,India,Italy,India,Tamil,Yes,Other
APPROVED,Not Applicable,2024-10-11T14:43:41.821000Z,2024-10-11T14:46:01.660000Z,2024-10-26T15:26:35.227000Z,2024-10-11T14:46:41.245786Z,140,C12H3JNE,326,"Dutch, English, Turkish",42,Male,White,Turkey,Netherlands,Turkey,Turkish,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:43:54.517000Z,2024-10-11T14:48:29.042000Z,2024-10-26T15:26:35.559000Z,2024-10-12T17:53:49.789179Z,275,C12H3JNE,15,English,36,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:09.064000Z,2024-10-11T14:47:43.060000Z,2024-10-26T15:26:35.885000Z,2024-10-11T14:47:43.964312Z,214,C12H3JNE,6,English,20,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other
APPROVED,Not Applicable,2024-10-11T14:43:50.543000Z,2024-10-11T14:46:19.429000Z,2024-10-26T15:26:36.866000Z,2024-10-11T14:46:45.956806Z,149,C12H3JNE,210,English,37,Male,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:43:57.692000Z,2024-10-11T14:46:46.591000Z,2024-10-26T15:27:55.784000Z,2024-10-11T14:46:53.987196Z,169,C12H3JNE,46,"Afrikaans, English, Other",24,Female,White,South Africa,South Africa,South Africa,English,Yes,Other
APPROVED,Not Applicable,2024-10-11T14:44:11.054000Z,2024-10-11T14:48:50.717000Z,2024-10-26T15:27:56.694000Z,2024-10-11T14:48:51.562191Z,280,C12H3JNE,0,"English, Afrikaans",19,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2024-10-11T14:43:54.066000Z,2024-10-11T14:45:42.347000Z,2024-10-26T15:27:57.063000Z,2024-10-11T14:46:36.721775Z,109,C12H3JNE,854,English,36,Female,White,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:25.525000Z,2024-10-11T14:45:29.356000Z,2024-10-26T15:27:57.442000Z,2024-10-11T14:46:33.356624Z,64,C12H3JNE,33,English,33,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:43:56.607000Z,2024-10-11T14:45:32.815000Z,2024-10-26T15:26:37.193000Z,2024-10-11T14:46:33.931258Z,97,C12H3JNE,346,"Cantonese, English",29,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:02.537000Z,2024-10-11T14:45:59.981000Z,2024-10-26T15:27:57.809000Z,2024-10-11T14:46:40.916182Z,118,C12H3JNE,386,English,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
APPROVED,Not Applicable,2024-10-11T14:43:58.045000Z,2024-10-11T14:49:11.825000Z,2024-10-26T15:26:37.537000Z,2024-10-11T14:49:13.569083Z,314,C12H3JNE,16,"Hungarian, English",24,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-10-11T14:44:07.444000Z,2024-10-11T14:45:11.830000Z,2024-10-26T15:27:58.244000Z,2024-10-11T14:46:27.077719Z,65,C12H3JNE,474,English,22,Female,Asian,Indonesia,United Kingdom,Indonesia,Indonesian,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:06.832000Z,2024-10-11T14:47:02.888000Z,2024-10-26T15:27:58.708000Z,2024-10-11T14:47:03.702076Z,177,C12H3JNE,157,"English, Slovak",20,Female,White,Slovakia,Slovakia,Slovakia,Slovak,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-10-11T14:44:09.442000Z,2024-10-11T14:45:32.158000Z,2024-10-26T15:28:02.248000Z,2024-10-14T09:02:47.091371Z,83,C12H3JNE,169,English,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-10-11T14:44:12.016000Z,2024-10-11T14:46:10.937000Z,2024-10-26T15:28:02.566000Z,2024-10-11T14:46:43.383178Z,119,C12H3JNE,1674,English,45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2024-10-11T14:45:23.475000Z,2024-10-11T14:53:11.457000Z,2024-10-26T15:28:02.948000Z,2024-10-11T14:53:14.634720Z,468,C12H3JNE,153,English,34,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:15.589000Z,2024-10-11T14:45:54.436000Z,2024-10-26T15:28:03.283000Z,2024-10-11T14:46:39.419813Z,99,C12H3JNE,13,"Afrikaans, English, Other",20,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2024-10-11T14:44:22.186000Z,2024-10-11T14:49:15.513000Z,2024-10-26T15:28:03.637000Z,2024-10-11T14:49:16.326477Z,294,C12H3JNE,7,English,32,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:22.225000Z,2024-10-11T14:46:15.805000Z,2024-10-26T15:28:04.005000Z,2024-10-11T14:46:45.149254Z,114,C12H3JNE,39,"English, Spanish",28,Female,Mixed,United States,Mexico,United States,Spanish,No,Part-Time
APPROVED,Not Applicable,2024-10-11T14:44:17.756000Z,2024-10-11T14:47:25.004000Z,2024-10-26T15:28:04.437000Z,2024-10-11T14:47:25.710633Z,188,C12H3JNE,713,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-10-11T14:44:22.230000Z,2024-10-11T14:46:32.806000Z,2024-10-26T15:28:04.806000Z,2024-10-11T14:46:50.918408Z,131,C12H3JNE,83,English,46,Female,White,United States,United States,United States,English,No,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:17.591000Z,2024-10-11T14:46:33.135000Z,2024-10-26T15:26:37.785000Z,2024-10-11T14:46:51.225922Z,136,C12H3JNE,1290,English,30,Male,Other,France,France,France,French,Yes,Full-Time
APPROVED,Not Applicable,2024-10-11T14:44:28.820000Z,2024-10-11T14:46:16.284000Z,2024-10-26T15:28:05.274000Z,2024-10-11T14:46:45.193322Z,108,C12H3JNE,457,English,38,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
